hhid,province,qty_rice_harvested,area_rice_harvested
HID879178,Svay Rieng,0,0
HID879229,Svay Rieng,0,0
HID879239,Kampong Cham,2000,.45
HID879284,Phnom Penh,0,0
HID879409,Kampong Thom,1500,1.5
HID879488,Tboung Khmum,2200,.8
HID879510,Prey Veng,2000,1
HID879575,Svay Rieng,12000,6
HID879584,Battambang,6000,8
HID879619,Preah Sihanouk,1500,.79
HID879795,Kampong Chhnang,6500,1.27
HID879819,Kampot,1100,1
HID879929,Siem Reap,2000,1
HID880089,Battambang,0,0
HID880129,Tboung Khmum,400,.12
HID880457,Kratie,0,0
HID880715,Kratie,21000,11
HID880759,Svay Rieng,18000,5.6
HID880764,Prey Veng,2000,1.5
HID880906,Prey Veng,12000,1.6
HID880988,Banteay Meanchey,0,0
HID881329,Kampong Thom,400,.5
HID881555,Kampong Thom,2100,.5
HID881580,Kampong Speu,350,.15
HID881625,Takeo,200,.03
HID881644,Kratie,0,0
HID881653,Kampong Speu,1200,.34
HID881654,Kampong Speu,5000,2.5
HID881728,Kampong Speu,1000,.35
HID881775,Pailin,0,0
HID881900,Battambang,0,0
HID881993,Kampong Thom,35500,7.24
HID882129,Battambang,1900,1
HID882183,Tboung Khmum,450,.2
HID882235,Kandal,0,0
HID882331,Battambang,0,0
HID882528,Prey Veng,2500,1.2
HID882541,Takeo,0,0
HID882552,Kampot,935,.2592
HID882613,Kampong Chhnang,0,0
HID882625,Kampong Speu,15000,7
HID882663,Kandal,120,.17
HID882698,Battambang,0,0
HID882740,Svay Rieng,5000,2.6
HID882973,Kandal,0,0
HID883211,Kampong Thom,2800,1
HID883260,Kampong Thom,1200,.3
HID883300,Kampong Chhnang,1400,.7
HID883425,Prey Veng,0,0
HID883510,Kratie,1000,.2
HID883518,Prey Veng,2000,1
HID883583,Siem Reap,0,0
HID883688,Kandal,1000,.3
HID883725,Kampong Speu,0,0
HID883732,Kampong Speu,2100,.7
HID883931,Takeo,5000,1.5
HID884092,Phnom Penh,2000,.55
HID884103,Kandal,8400,2
HID884198,Kampot,1000,.48
HID884266,Battambang,0,0
HID884320,Kampot,1650,.51
HID884414,Svay Rieng,600,.5
HID884487,Siem Reap,5500,4.1
HID884516,Kandal,960,.3
HID884630,Svay Rieng,2600,1
HID884666,Battambang,0,0
HID884789,Prey Veng,900,.5600000000000001
HID884815,Kampot,300,.15
HID884821,,1000,.35
HID884948,Siem Reap,1100,1
HID885215,Kampong Thom,0,0
HID885564,Battambang,0,0
HID885589,Tboung Khmum,2400,1.5
HID885619,Kampong Cham,0,0
HID885693,Svay Rieng,700,.3
HID885755,Takeo,3500,.65
HID885845,Kampot,0,0
HID885947,Preah Vihear,6500,3
HID885976,Battambang,0,0
HID886158,Prey Veng,4000,2
HID886269,Preah Vihear,500,.5
HID886343,Takeo,750,.3
HID886346,Svay Rieng,3240,1.45
HID886351,Svay Rieng,4950,1.4
HID886513,Tboung Khmum,3000,.98
HID886698,Banteay Meanchey,0,0
HID886756,Kampong Chhnang,180,.12
HID886866,Kampong Speu,0,0
HID886881,Kandal,0,0
HID886947,Mondul Kiri,4000,2.5
HID887005,Kampong Speu,0,0
HID887010,Kampong Thom,4000,2
HID887111,Otdar Meanchey,1000,.5
HID887155,Siem Reap,1200,1
HID887186,Svay Rieng,5000,3.9
HID887297,Kampot,2000,.59
HID887426,Phnom Penh,0,0
HID887440,Prey Veng,60000,10
HID887445,Takeo,800,.3
HID887475,Takeo,4900,1.19
HID887480,Preah Sihanouk,2500,.8
HID887561,Battambang,1900,.8
HID887574,Siem Reap,2500,1
HID887675,Prey Veng,1100,.63
HID887710,Kratie,1500,1
HID887711,Tboung Khmum,3300,1.1
HID887720,Kampot,0,0
HID887785,Takeo,720,.5
HID887819,Kampot,2500,.47
HID887914,Kampong Speu,400,.3
HID887933,Kampong Thom,2100,1.65
HID888052,Kep,0,0
HID888093,Kampong Chhnang,3500,3.9418
HID888191,Prey Veng,0,0
HID888203,Kampong Speu,8000,4
HID888322,Preah Vihear,7650,4.3
HID888472,Tboung Khmum,1400,.5
HID888591,Phnom Penh,2000,.5
HID888635,Banteay Meanchey,0,0
HID888648,Siem Reap,3500,1.5
HID888691,Kampong Speu,2000,.35
HID888731,Tboung Khmum,0,0
HID888774,Battambang,0,0
HID888868,Kampong Cham,0,0
HID888871,Kandal,1200,.36
HID889016,Siem Reap,1000,1
HID889056,Preah Sihanouk,0,0
HID889058,Prey Veng,2700,.7
HID889111,Prey Veng,0,0
HID889145,Prey Veng,9500,2.4
HID889164,Prey Veng,600,.85
HID889203,Kandal,0,0
HID889306,Kampong Chhnang,30000,6
HID889331,Siem Reap,700,1.5
HID889411,Stung Treng,0,0
HID889564,Kampong Cham,1000,.4
HID889572,Battambang,9000,3
HID889629,Prey Veng,3585,1.8
HID889713,Tboung Khmum,0,0
HID889762,Siem Reap,0,0
HID889877,Tboung Khmum,900,.39
HID889901,Prey Veng,1040,.13
HID890042,Prey Veng,4000,1
HID890122,Svay Rieng,0,0
HID890194,Phnom Penh,0,0
HID890254,Kandal,8000,1.8
HID890279,Kampong Thom,1000,1.2
HID890426,Takeo,1500,.28
HID890478,Kampot,750,.2
HID890544,Svay Rieng,1500,.89
HID890603,Prey Veng,0,0
HID890768,Tboung Khmum,1920,1
HID890850,Battambang,2000,.5
HID890857,Kampong Chhnang,540,.294
HID890885,Kampot,1800,.8
HID890889,Kandal,600,.2
HID890949,Battambang,0,0
HID891041,Kampong Thom,0,0
HID891152,Kandal,0,0
HID891192,Kampong Thom,1200,.53
HID891216,Siem Reap,0,0
HID891247,Kampong Speu,0,0
HID891250,Ratanak Kiri,0,0
HID891292,Kampong Chhnang,0,0
HID891321,Prey Veng,6000,1.4
HID891392,Kampong Cham,0,0
HID891395,Battambang,5000,2.5
HID891462,Phnom Penh,2100,1
HID891630,Kampong Chhnang,4000,4
HID891912,Phnom Penh,3000,.8
HID891972,Kampong Cham,1000,.6
HID891982,Siem Reap,0,0
HID892018,Tboung Khmum,0,0
HID892038,Preah Sihanouk,0,0
HID892057,Prey Veng,6000,1.3
HID892150,Kampong Cham,1800,.47
HID892169,Mondul Kiri,5000,1.4
HID892222,Siem Reap,8000,2
HID892376,Mondul Kiri,1250,.5
HID892512,Prey Veng,2548,1.3
HID892576,Kampong Chhnang,3000,1
HID892581,Battambang,7000,4
HID892592,Kampot,0,0
HID892594,Battambang,0,0
HID892650,Kandal,16000,1.5
HID892697,Kampong Chhnang,400,.3
HID892782,Kratie,5000,1
HID892834,Kampong Thom,0,0
HID892964,Svay Rieng,1750,.53
HID893022,Banteay Meanchey,2000,.85
HID893107,Svay Rieng,1272,.8
HID893152,Banteay Meanchey,10000,5
HID893401,Banteay Meanchey,0,0
HID893432,Kampot,1000,.43
HID893475,Kampot,1200,.5
HID893552,Kandal,0,0
HID893628,Tboung Khmum,4000,1
HID893744,Kampong Cham,6500,1.42
HID893766,Kampong Chhnang,950,.5
HID893807,Preah Vihear,0,0
HID893869,Prey Veng,3900,.91
HID893953,Kampong Chhnang,1800,.6799999999999999
HID894063,Takeo,3068,1.2
HID894350,Takeo,0,0
HID894368,Siem Reap,1000,1
HID894386,Kampot,3000,1.1
HID894521,Siem Reap,200,.1
HID894653,Kampot,1925,1
HID894806,Preah Vihear,175,.5
HID894838,Kampot,550,.363
HID894874,Banteay Meanchey,5000,2.5
HID894987,Kandal,0,0
HID895008,Kampong Speu,1100,.4
HID895151,Svay Rieng,750,.5
HID895236,Tboung Khmum,3900,1.3
HID895306,Koh Kong,0,0
HID895425,Battambang,0,0
HID895526,Kandal,0,0
HID895531,Kampong Cham,0,0
HID895662,Kampong Thom,0,0
HID895697,Kampong Thom,0,0
HID895713,Kampong Thom,0,0
HID895769,Ratanak Kiri,0,0
HID895834,Kandal,600,.2
HID895861,Tboung Khmum,100,.3
HID895864,Kampong Speu,7300,3
HID895880,Banteay Meanchey,20000,10
HID895884,Kandal,2500,.5
HID895999,Svay Rieng,4500,.53
HID896127,Kampong Speu,1800,.7
HID896174,Koh Kong,0,0
HID896234,Kratie,1500,1
HID896392,Siem Reap,0,0
HID896576,Banteay Meanchey,5000,2.8
HID896635,Svay Rieng,1500,.6
HID896761,Kampong Thom,200,.13
HID896771,Battambang,0,0
HID896809,Prey Veng,9000,1
HID896893,Siem Reap,1820,.53
HID896906,Battambang,1000,.5
HID897097,Tboung Khmum,0,0
HID897155,Pursat,2000,1.8
HID897205,Kampong Thom,1500,1.5
HID897225,Kandal,5000,.433
HID897232,Kandal,0,0
HID897242,Siem Reap,2000,1
HID897449,Tboung Khmum,350,.5
HID897582,Battambang,0,0
HID897676,Pursat,1000,.95
HID897677,Prey Veng,67500,15
HID897708,Kampong Speu,1000,.64
HID897757,Kandal,0,0
HID897831,,0,0
HID898142,Battambang,0,0
HID898186,Kampong Thom,600,.34
HID898222,Battambang,0,0
HID898233,Kampong Thom,750,.5
HID898352,Otdar Meanchey,1000,3
HID898546,Kampong Chhnang,0,0
HID898598,Ratanak Kiri,150,.3
HID898634,Mondul Kiri,3000,1
HID898651,Kampot,120,.03
HID898907,Svay Rieng,3500,1.8
HID898908,Kampot,1500,.5
HID899108,Kandal,0,0
HID899188,Prey Veng,4500,1.3
HID899216,Siem Reap,3200,2
HID899317,Phnom Penh,0,0
HID899388,Kampong Thom,0,0
HID899400,Battambang,21000,7
HID899725,Svay Rieng,60,1
HID899843,Battambang,0,0
HID900024,Kampong Thom,500,.5
HID900032,Kandal,1500,.3
HID900039,Prey Veng,2000,2.09
HID900132,Pursat,5000,2.25
HID900190,Siem Reap,0,0
HID900191,Kratie,0,0
HID900277,Kampong Chhnang,800,.21
HID900319,Kampong Chhnang,1200,.53
HID900360,Takeo,1700,.45
HID900403,Takeo,0,0
HID900405,Kandal,0,0
HID900413,Kratie,0,0
HID900414,Siem Reap,0,0
HID900542,Prey Veng,150,.5
HID900705,Kampong Thom,0,0
HID900879,Phnom Penh,2700,1.1
HID900982,Battambang,6000,2.5
HID901014,Prey Veng,5000,5
HID901052,Preah Sihanouk,0,0
HID901210,Kampong Cham,20000,4
HID901238,Mondul Kiri,1800,1
HID901333,Kampong Cham,1200,1
HID901457,Takeo,1000,1
HID901492,Kampong Cham,0,0
HID901515,Takeo,8000,3.3
HID901611,Takeo,29000,3
HID901636,Prey Veng,2000,1.35
HID901642,Kandal,850,.3
HID901718,Banteay Meanchey,0,0
HID901721,Battambang,0,0
HID901798,Takeo,0,0
HID901886,Takeo,1400,.7
HID901966,Siem Reap,0,0
HID901967,Kampong Speu,2789,.9199999999999999
HID902000,Tboung Khmum,1200,1
HID902097,Pursat,1050,.5
HID902208,Kampot,750,.5
HID902308,Pursat,2000,2
HID902316,Prey Veng,0,0
HID902426,Kampong Speu,2800,1.4
HID902863,Siem Reap,3000,1.5
HID902940,Kampong Thom,0,0
HID902958,Svay Rieng,466,.19
HID903152,Tboung Khmum,0,0
HID903162,Banteay Meanchey,4000,.9
HID903195,Banteay Meanchey,4000,2.56
HID903277,Svay Rieng,2142,1.45
HID903552,Siem Reap,600,.37
HID903725,Kandal,510,.17
HID903819,Battambang,0,0
HID904087,Kampong Cham,0,0
HID904291,Pailin,0,0
HID904361,Prey Veng,4000,1
HID904543,Tboung Khmum,0,0
HID904596,Kampong Chhnang,420,.7
HID904618,Prey Veng,600,1.26
HID904660,Prey Veng,0,0
HID904765,Svay Rieng,10000,2
HID904894,Battambang,47000,9
HID905029,Svay Rieng,40000,4
HID905051,Kampong Cham,1500,2.7
HID905076,Kampong Thom,500,1.5
HID905185,Takeo,0,0
HID905388,Prey Veng,0,0
HID905735,Tboung Khmum,2800,.995
HID906027,Siem Reap,800,.1
HID906103,Kampot,1750,.42
HID906322,Takeo,750,.25
HID906374,Kampong Thom,3000,1.15
HID906379,Kampong Speu,1000,.5
HID906390,Kandal,0,0
HID906408,Svay Rieng,1500,1.05
HID906437,Preah Sihanouk,0,0
HID906625,Prey Veng,17500,3.5
HID906647,,2200,.78
HID906648,Siem Reap,8000,3
HID906777,Preah Vihear,640,1
HID906913,Phnom Penh,0,0
HID906932,Battambang,3000,1
HID907074,Battambang,18000,10
HID907087,Battambang,15000,8.5
HID907160,Kampong Speu,0,0
HID907174,Takeo,2700,1
HID907216,Takeo,400,.25
HID907266,Kampong Cham,0,0
HID907299,Kandal,0,0
HID907319,Takeo,10000,1
HID907322,Kampot,2500,2
HID907329,Pursat,11000,10
HID907586,Kampong Cham,2000,.5
HID907645,Preah Sihanouk,0,0
HID907674,Pursat,0,0
HID907756,Takeo,0,0
HID907801,Svay Rieng,1000,1.1
HID907922,Svay Rieng,0,0
HID907923,Kampong Speu,400,.22
HID907985,Preah Vihear,2200,5
HID908060,Kampong Thom,2500,2
HID908076,Prey Veng,20000,6
HID908130,Kampong Cham,0,0
HID908182,Pursat,40000,20
HID908207,Takeo,1500,1
HID908606,Kampong Cham,1000,.5
HID908618,Tboung Khmum,1800,.58
HID908631,Kampot,0,0
HID908854,Kampong Thom,420,.2
HID908981,Kandal,0,0
HID909151,Prey Veng,7500,1.4
HID909195,Ratanak Kiri,0,0
HID909223,Kampong Chhnang,4500,1.122
HID909359,Otdar Meanchey,1000,1
HID909434,Kampong Chhnang,240,.4
HID909455,Prey Veng,600,.4
HID909492,Kampong Speu,0,0
HID909550,Kandal,7250,1
HID909588,Kampong Speu,3500,1.8
HID909699,Pursat,0,0
HID909836,Tboung Khmum,9000,3.2
HID909977,Kandal,2510,.5
HID909994,Takeo,500,.1
HID910158,Banteay Meanchey,5000,5
HID910173,Pailin,0,0
HID910256,Tboung Khmum,0,0
HID910264,Kep,6600,1.2671
HID910386,Battambang,0,0
HID910422,Kampong Thom,2000,3
HID910433,Kampong Thom,15420,5.199999999999999
HID910438,Banteay Meanchey,7500,4
HID910456,Svay Rieng,500,.4
HID910480,Kampong Speu,0,0
HID910552,Mondul Kiri,0,0
HID910559,Takeo,250,.05
HID910589,Prey Veng,5600,1.8
HID910596,Kampong Thom,910,.87
HID910666,Kampong Cham,600,.2
HID910716,Svay Rieng,3000,1.5
HID910846,Siem Reap,1500,2
HID910861,Svay Rieng,0,0
HID910889,Svay Rieng,7500,1.17
HID910897,Kampong Thom,0,0
HID910917,Kampong Speu,1500,.4
HID911004,Koh Kong,0,0
HID911030,Stung Treng,300,.5
HID911133,Kratie,0,0
HID911165,Tboung Khmum,0,0
HID911177,Siem Reap,3000,.5
HID911385,Banteay Meanchey,6000,4
HID911483,Kampong Cham,1500,.6
HID911549,Mondul Kiri,0,0
HID911573,Kep,0,0
HID911611,Siem Reap,0,0
HID911721,Battambang,5000,3
HID911759,Battambang,0,0
HID911813,Banteay Meanchey,6000,.3
HID912168,Svay Rieng,900,.55
HID912237,Kampot,2000,.98
HID912259,Kampong Cham,1000,1.2
HID912315,Kampong Speu,1500,.54
HID912355,Prey Veng,4480,1.5
HID912439,Kandal,2000,.5
HID912528,Kampong Chhnang,640,.2
HID912562,Prey Veng,4000,2
HID912596,Siem Reap,15000,8.5
HID912638,Preah Vihear,0,0
HID912757,Kandal,0,0
HID912904,Kampong Speu,10900,5
HID912983,Siem Reap,1500,1.2
HID912985,Kandal,0,0
HID913141,Siem Reap,1000,.5
HID913278,Prey Veng,5000,.6
HID913450,Takeo,500,.2
HID913465,Kampot,650,.28
HID913556,Kampot,1210,.3888
HID913611,Kampong Cham,490,.2
HID913697,Kampong Thom,1260,.61
HID913793,Kampong Chhnang,2210,.53
HID913851,Kampong Thom,52800,13.5
HID913935,Svay Rieng,1300,1
HID914126,Takeo,1000,.33
HID914257,,0,0
HID914469,Ratanak Kiri,900,1
HID914510,Battambang,0,0
HID914544,Prey Veng,3000,.5
HID914560,Kratie,1500,.8
HID914636,Kampong Speu,2500,.9
HID914848,Kep,1600,.8
HID914975,Banteay Meanchey,0,0
HID915053,Stung Treng,2150,1.5
HID915060,Preah Sihanouk,0,0
HID915207,Tboung Khmum,0,0
HID915363,Kampong Thom,0,0
HID915651,Takeo,1000,.2
HID915666,Takeo,2100,.35
HID915684,Preah Vihear,3000,3
HID915737,Kampong Cham,3000,1.26
HID915750,Kampong Speu,0,0
HID915753,Preah Vihear,1000,2
HID915836,Kampong Thom,4500,1.6
HID915851,Takeo,975,.5
HID916021,Kampong Speu,0,0
HID916071,Kampong Speu,2000,.85
HID916083,Kep,1200,.26
HID916173,Kampot,0,0
HID916272,Siem Reap,0,0
HID916348,Stung Treng,1500,.05
HID916462,Kratie,0,0
HID916555,Kampong Cham,0,0
HID916578,Ratanak Kiri,700,.5
HID916592,Tboung Khmum,4200,1.3
HID916697,Kampong Speu,0,0
HID916709,Kandal,300,.18
HID916827,Kampot,0,0
HID916831,Stung Treng,0,0
HID916905,Kampong Thom,5000,2
HID916906,Kampong Speu,850,.3399
HID916926,Takeo,4000,1.8
HID916994,Kandal,2930,.8
HID917086,Tboung Khmum,400,.25
HID917120,Phnom Penh,900,.5
HID917465,Prey Veng,5600,1
HID917557,Phnom Penh,3000,.76
HID917674,Kampong Chhnang,100,.01
HID917771,Prey Veng,4500,1.6
HID917803,Kandal,0,0
HID917851,Tboung Khmum,0,0
HID917945,Koh Kong,0,0
HID917982,Stung Treng,0,0
HID918168,Prey Veng,1000,.3
HID918527,Banteay Meanchey,0,0
HID918547,Siem Reap,0,0
HID918592,Takeo,840,.3
HID918752,Prey Veng,5650,.74
HID918777,Takeo,14740,3.8
HID918829,Kampong Thom,6000,2
HID918972,Prey Veng,720,.6
HID919163,Otdar Meanchey,3850,4.5
HID919212,Battambang,24000,8
HID919334,Takeo,2400,.5
HID919357,Takeo,1700,.5
HID919365,Koh Kong,0,0
HID919413,Svay Rieng,0,0
HID919521,Prey Veng,1325,.35
HID919526,Takeo,35000,5.5
HID919529,Takeo,800,1
HID919814,Kandal,0,0
HID919827,Stung Treng,1800,2
HID919875,Prey Veng,3600,1.06
HID919882,Svay Rieng,2200,.71
HID919978,Kampong Thom,500,.5
HID920025,Otdar Meanchey,9000,5
HID920146,Battambang,1000,.5
HID920279,,0,0
HID920290,Svay Rieng,900,.35
HID920302,Tboung Khmum,2100,.7
HID920324,Mondul Kiri,0,0
HID920363,Pursat,4000,4
HID920382,Kandal,0,0
HID920460,Kep,1375,.35
HID920543,Svay Rieng,2780,.8999
HID920546,Takeo,6000,1
HID920593,Kampot,0,0
HID920806,Tboung Khmum,4000,1.7
HID920823,Preah Vihear,0,0
HID920930,Phnom Penh,0,0
HID920964,Takeo,27000,3
HID921215,Siem Reap,3000,1.5
HID921405,Kandal,0,0
HID921478,Prey Veng,5500,1.4
HID921522,Kampot,2820,1.34
HID921585,Kampong Speu,200,.2
HID921600,Kampong Cham,0,0
HID921676,Prey Veng,3000,1
HID921791,Kampot,1400,1
HID921807,Kampong Thom,1200,.7605
HID921821,Takeo,5000,1.94
HID921845,Tboung Khmum,480,.225
HID921866,Kampong Speu,1100,.52
HID921946,Otdar Meanchey,20000,10
HID922117,Takeo,3000,2
HID922141,Kampot,420,.25
HID922175,Siem Reap,1700,1.7
HID922232,Svay Rieng,0,0
HID922259,Preah Vihear,8000,6
HID922301,Svay Rieng,1000,.5
HID922334,Kampong Cham,2000,.58
HID922486,Pursat,0,0
HID922612,Kampong Cham,4500,1.95
HID922685,Preah Vihear,0,0
HID922699,Otdar Meanchey,9000,4.52
HID922721,Prey Veng,1330,.35
HID922976,Pursat,0,0
HID923081,,1800,1.23
HID923085,Siem Reap,4000,4
HID923129,Kandal,7000,1.3
HID923282,Prey Veng,3500,1.55
HID923323,Svay Rieng,0,0
HID923425,Prey Veng,2000,.57
HID923492,Battambang,2500,.49
HID923514,Svay Rieng,1500,.6
HID923551,Siem Reap,2500,2
HID923570,Svay Rieng,21046,8
HID923670,Battambang,1500,.5
HID923894,Kratie,2500,1
HID923928,Prey Veng,0,0
HID923943,Kampong Cham,600,.5
HID923953,Tboung Khmum,1000,.5
HID923964,Preah Vihear,1500,1
HID924045,Takeo,2000,1
HID924108,Takeo,0,0
HID924261,Prey Veng,3000,1.37
HID924339,Banteay Meanchey,16800,8.1
HID924439,Banteay Meanchey,0,0
HID924464,Phnom Penh,200,.25
HID924493,Kampong Thom,560,1
HID924525,Koh Kong,0,0
HID924562,Tboung Khmum,3500,.4
HID924676,Battambang,6600,1.5
HID924719,Kampong Cham,2100,.5600000000000001
HID924969,Kandal,1300,.4
HID925059,Preah Vihear,3250,2
HID925069,Ratanak Kiri,0,0
HID925194,Kratie,400,2
HID925217,Kampong Speu,2000,1.3
HID925350,Mondul Kiri,0,0
HID925579,Kandal,0,0
HID925610,Kampong Chhnang,150,.0348
HID925624,Otdar Meanchey,3000,2
HID925845,Prey Veng,3500,.76
HID926036,Kampot,2000,1.32
HID926064,Banteay Meanchey,1000,.5
HID926127,Kampong Thom,500,.2
HID926324,Kandal,0,0
HID926341,Kampong Cham,0,0
HID926408,Battambang,0,0
HID926436,Prey Veng,30000,2.5
HID926631,Kampong Thom,600,.5
HID926693,Takeo,0,0
HID926696,Banteay Meanchey,3000,1.4
HID926727,Pursat,1500,2
HID926839,Phnom Penh,0,0
HID926873,Svay Rieng,1000,.35
HID926895,Kampong Cham,1700,1.3
HID926956,Phnom Penh,1000,.76
HID927020,Siem Reap,490,.5
HID927139,Takeo,700,.3
HID927219,Kampong Chhnang,0,0
HID927265,Phnom Penh,1750,.55
HID927361,Svay Rieng,1500,.75
HID927399,Takeo,2950,2
HID927520,Kampong Speu,0,0
HID927606,Takeo,500,.2
HID927607,Phnom Penh,3000,1.39
HID927706,Kep,800,.2436
HID927752,Battambang,2000,1
HID927827,Preah Sihanouk,3500,1
HID927909,Pursat,2000,.5
HID928062,Preah Vihear,900,3
HID928111,Kampong Speu,0,0
HID928257,Otdar Meanchey,0,0
HID928416,Kampong Cham,1000,1
HID928832,Kratie,0,0
HID928972,Kandal,0,0
HID929046,Kampong Chhnang,5000,2
HID929062,Koh Kong,0,0
HID929260,Kandal,1500,.5
HID929326,Battambang,500,1
HID929390,Preah Vihear,750,1
HID929397,Prey Veng,850,.92
HID929410,Kampot,1960,.74
HID929435,Takeo,1200,.27
HID929712,Kandal,6000,2
HID929954,Kampot,2500,.99
HID930132,Kampong Chhnang,900,.35
HID930136,Takeo,3000,1
HID930189,Phnom Penh,0,0
HID930353,Banteay Meanchey,2500,1.5
HID930405,Tboung Khmum,400,.2
HID930443,Pursat,7000,2
HID930457,Kampong Speu,1600,.5
HID930479,Tboung Khmum,0,0
HID930543,Battambang,1800,.5
HID930557,Takeo,7500,.8
HID930635,Kampong Thom,6000,1
HID930723,Otdar Meanchey,5580,3.24
HID930725,Koh Kong,850,.53
HID930771,Kandal,1200,.378
HID931188,Siem Reap,2000,2
HID931192,Kampong Speu,2000,1.04
HID931231,Takeo,4590,1.37
HID931416,Kandal,0,0
HID931439,Banteay Meanchey,765,.5
HID931528,Phnom Penh,0,0
HID931543,Svay Rieng,2000,1.8
HID931555,Tboung Khmum,0,0
HID931662,Takeo,2000,.5
HID931964,Takeo,24000,4
HID932175,Kampong Thom,0,0
HID932202,Otdar Meanchey,6000,7
HID932245,Kampot,0,0
HID932271,Kampong Speu,2000,.77
HID932288,Kampong Cham,6300,1.9
HID932341,Banteay Meanchey,0,0
HID932490,Kampong Cham,0,0
HID932545,Prey Veng,1500,.8
HID932668,Kampong Cham,2000,.3
HID932937,Takeo,1500,1.3
HID933027,Phnom Penh,0,0
HID933136,Kampot,2150,1.05
HID933164,Kampong Thom,1500,.8
HID933403,Pursat,1200,.45
HID933489,Kampot,200,.08
HID933494,Kampong Chhnang,4200,.82
HID933536,Svay Rieng,8000,3.8
HID933640,Prey Veng,1400,.2
HID934025,Kampot,250,.08
HID934121,Tboung Khmum,700,.25
HID934123,Prey Veng,0,0
HID934200,Kampong Cham,1750,.7
HID934246,Svay Rieng,0,0
HID934259,Prey Veng,6960,1.9
HID934267,Kampong Speu,0,0
HID934293,Prey Veng,1200,.6
HID934481,Otdar Meanchey,12000,7
HID934639,Kampong Cham,0,0
HID934721,Kandal,3500,.7
HID934762,Kampong Chhnang,200,.15
HID934809,Kampot,3000,3
HID934973,Siem Reap,2100,1
HID935028,Kampong Thom,500,.2
HID935049,Kampong Cham,0,0
HID935145,Kandal,0,0
HID935159,Kampong Thom,13000,3
HID935203,Kep,720,.2
HID935228,Kratie,0,0
HID935239,Prey Veng,1600,.6
HID935349,Kampot,0,0
HID935454,Pursat,0,0
HID935551,Prey Veng,2950,.5
HID935923,Svay Rieng,3500,2.7
HID935993,Prey Veng,25000,5
HID936152,Kampot,7480,2.75
HID936171,Kandal,1980,.51
HID936453,Prey Veng,0,0
HID936580,Battambang,4000,1.5
HID936670,Svay Rieng,10000,1.07
HID936891,Koh Kong,0,0
HID936901,Banteay Meanchey,0,0
HID936939,Prey Veng,0,0
HID936951,Battambang,0,0
HID936972,Kampong Cham,700,.9
HID936988,Siem Reap,20000,11
HID937144,Tboung Khmum,0,0
HID937202,Pursat,1000,.5
HID937281,Preah Vihear,525,.5
HID937436,Prey Veng,7000,2
HID937512,Stung Treng,2500,1
HID937518,Stung Treng,0,0
HID937608,Stung Treng,0,0
HID937624,Banteay Meanchey,2000,.25
HID937653,Kampot,440,.25
HID937738,Battambang,10000,2
HID937890,Svay Rieng,6140,2.3
HID938041,Kampong Chhnang,900,.7
HID938094,Kampong Chhnang,2300,.9
HID938127,Prey Veng,2000,2
HID938148,Battambang,0,0
HID938225,Battambang,15000,2.78
HID938290,Prey Veng,5500,.585
HID938319,Phnom Penh,0,0
HID938441,Siem Reap,4000,1
HID938665,Tboung Khmum,600,1
HID938728,Kratie,0,0
HID938898,Siem Reap,0,0
HID938909,Tboung Khmum,1500,1.15
HID938923,Battambang,2000,.8
HID938926,Kratie,0,0
HID938956,Kampong Chhnang,450,.175
HID938991,Banteay Meanchey,0,0
HID939135,Battambang,0,0
HID939139,Prey Veng,3600,.85
HID939157,Battambang,0,0
HID939234,Kandal,6000,2
HID939263,Siem Reap,1050,1.03
HID939453,Kampong Speu,3000,1.4
HID939459,Kandal,0,0
HID939590,Preah Vihear,1400,1
HID939624,Battambang,5000,1
HID939693,Kampong Speu,2500,1
HID939753,Battambang,22500,7.5
HID939771,Prey Veng,35000,8
HID939789,Kampong Thom,240,.1
HID939844,Siem Reap,11900,7
HID940001,Siem Reap,7000,7
HID940026,Siem Reap,2400,2.5
HID940178,Kandal,18900,1.5
HID940259,Kampong Speu,3500,1.3
HID940272,Battambang,3000,2
HID940350,Kampong Thom,6000,1.5
HID940471,Kampong Speu,2500,1
HID940505,Kampong Chhnang,10000,2
HID940542,Kampong Thom,480,.5
HID940552,Battambang,4500,3
HID940754,Battambang,2000,2
HID940823,Kampot,3600,1.59
HID940851,Stung Treng,0,0
HID940872,Kampong Cham,1200,.95
HID940996,Banteay Meanchey,5000,2.32
HID941089,Banteay Meanchey,0,0
HID941144,Kampong Cham,10000,3.2
HID941288,Kampong Chhnang,1000,.5
HID941307,Preah Sihanouk,0,0
HID941311,Preah Sihanouk,0,0
HID941530,Phnom Penh,0,0
HID941539,Tboung Khmum,5330,2.19
HID941563,Kratie,1150,.9
HID941583,Kampong Speu,1500,.9
HID941640,Siem Reap,4000,2
HID941652,Kampot,1400,.7
HID941687,Battambang,2500,1
HID941851,Prey Veng,540,1
HID941895,Takeo,1260,.31
HID941899,Battambang,20000,5
HID942040,Prey Veng,54000,12
HID942060,Prey Veng,1200,.3
HID942082,Tboung Khmum,1080,1
HID942187,Pursat,0,0
HID942192,Svay Rieng,6000,3
HID942288,Kampong Cham,6000,1.5
HID942409,Kampong Cham,400,.12
HID942578,Pursat,0,0
HID942594,Takeo,450,.15
HID942604,Siem Reap,2700,1.5
HID942659,Kampot,0,0
HID942661,Kampong Chhnang,625,.3
HID942685,Svay Rieng,400,.25
