hhid,province,qty_rice_harvested,area_rice_harvested
HID817158,Prey Veng,8000,1
HID817186,Kratie,5000,1.1
HID817314,Takeo,4000,.8
HID817348,Kampong Cham,1000,.4
HID817425,Kampot,0,0
HID817492,Battambang,1000,1
HID817493,Siem Reap,0,0
HID817500,Kampong Cham,4200,.65
HID817506,Battambang,4300,2.5
HID817629,Tboung Khmum,1500,1
HID817636,Banteay Meanchey,0,0
HID817664,Siem Reap,3000,1.9
HID817674,Siem Reap,31500,21
HID817865,Otdar Meanchey,3000,4
HID817933,Prey Veng,0,0
HID818118,Prey Veng,2700,1
HID818157,Prey Veng,40000,8
HID818190,Svay Rieng,0,0
HID818257,Kampot,450,.2
HID818268,Battambang,2000,1.32
HID818287,Kampong Chhnang,0,0
HID818432,Kandal,450,.15
HID818533,Svay Rieng,100,.02
HID818573,Ratanak Kiri,0,0
HID818625,Svay Rieng,1100,1.04
HID818631,Kampong Speu,450,.2
HID818729,Kampong Chhnang,510,.26
HID818736,Kampot,660,.25
HID819005,Takeo,25000,3
HID819014,Kampong Thom,2252,.8
HID819158,Kampong Speu,650,.17
HID819160,Preah Sihanouk,0,0
HID819292,Kampong Cham,0,0
HID819296,,0,0
HID819328,Preah Vihear,0,0
HID819536,Siem Reap,2500,.5
HID819698,Kandal,0,0
HID819709,Pursat,100,.05
HID819784,Kampot,720,.11
HID819901,Takeo,0,0
HID819975,Kampot,0,0
HID819979,Otdar Meanchey,1500,1
HID820034,Kampong Cham,5950,.8
HID820051,Kampong Chhnang,270,.15
HID820059,Pursat,0,0
HID820128,Kampong Speu,2500,.7
HID820186,Kampong Cham,2800,.4
HID820306,Battambang,0,0
HID820368,Kratie,1000,.2
HID820385,Svay Rieng,1500,1
HID820398,Kampot,4000,2.249
HID820403,Kratie,5000,7
HID820485,Tboung Khmum,0,0
HID820502,Tboung Khmum,0,0
HID820669,Battambang,0,0
HID820729,Tboung Khmum,4000,1.06
HID820802,Kampot,1200,1.1
HID820813,Kampot,1995,.68
HID820816,Kampong Cham,0,0
HID820863,Kandal,2000,.5
HID820878,Kampong Cham,0,0
HID820968,Kampong Cham,0,0
HID821172,Kampong Thom,0,0
HID821205,Kampong Cham,3000,1
HID821244,Kampong Cham,4960,2.24
HID821308,Takeo,2000,.8400000000000001
HID821328,Battambang,0,0
HID821335,Kampong Speu,1050,1
HID821372,Kampong Cham,750,.15
HID821513,Kampong Cham,1000,.4
HID821532,Siem Reap,3000,1.12
HID821546,Prey Veng,3300,1.42
HID821549,Kampong Thom,700,.5
HID821682,Kratie,750,.3
HID821742,Svay Rieng,3425,1.45
HID821754,Pursat,0,0
HID821810,Kampong Thom,1500,1.29
HID821879,Siem Reap,0,0
HID821979,Kampong Cham,0,0
HID822016,Preah Vihear,1000,1
HID822210,Kampong Thom,0,0
HID822321,Prey Veng,3000,1
HID822348,Kampong Cham,0,0
HID822387,Svay Rieng,4000,1.13
HID822391,Siem Reap,0,0
HID822392,Pursat,16000,5
HID822402,Preah Vihear,2000,1.5
HID822504,Takeo,100,.06
HID822535,Kampot,2100,.8
HID822605,Pursat,0,0
HID822618,Takeo,1200,.5
HID822942,Kandal,0,0
HID823003,Svay Rieng,1000,.5
HID823220,Kampong Speu,2000,.5
HID823244,Kratie,0,0
HID823292,Takeo,500,.15
HID823298,Kandal,2310,.38
HID823359,Kandal,0,0
HID823507,Otdar Meanchey,6300,5
HID823534,Siem Reap,0,0
HID823551,Svay Rieng,2000,.6
HID823606,Battambang,0,0
HID823620,Ratanak Kiri,1300,1
HID823629,Prey Veng,72000,12
HID823715,Prey Veng,3000,.98
HID823748,Tboung Khmum,0,0
HID823921,Kampong Thom,660,.3
HID823922,Kampong Chhnang,2100,.53
HID823927,Svay Rieng,2500,.84
HID824040,Kampong Thom,1500,1
HID824088,Kampong Thom,240,.3
HID824089,Pursat,4100,2.7
HID824298,Svay Rieng,1500,.4
HID824310,Banteay Meanchey,0,0
HID824326,Pailin,0,0
HID824463,Prey Veng,3500,1.15
HID824538,Takeo,800,.28
HID824622,Takeo,19000,3
HID824760,Phnom Penh,2000,.65
HID824830,Battambang,26000,10
HID824844,Preah Vihear,3900,2.5
HID824967,Kampong Chhnang,470,.25
HID825097,Svay Rieng,800,.6
HID825150,Kandal,0,0
HID825155,Tboung Khmum,0,0
HID825156,Siem Reap,1000,2.15
HID825314,Kampong Chhnang,3000,1.5
HID825399,Kampong Chhnang,150,.5
HID825420,Mondul Kiri,66000,16
HID825441,Svay Rieng,0,0
HID825469,Battambang,0,0
HID825640,Kampong Speu,1750,.9
HID825719,Tboung Khmum,0,0
HID825745,Koh Kong,0,0
HID825746,Kandal,0,0
HID825827,Kampot,700,.2
HID825855,Banteay Meanchey,0,0
HID825864,Prey Veng,2600,1.3
HID825872,Siem Reap,2000,.85
HID826044,Svay Rieng,1250,1.43
HID826072,Kampong Cham,0,0
HID826316,Banteay Meanchey,2000,1
HID826346,Battambang,0,0
HID826394,Mondul Kiri,0,0
HID826396,Kampong Cham,500,.12
HID826436,Siem Reap,10000,2
HID826482,Koh Kong,0,0
HID826483,Kampong Thom,0,0
HID826823,Kandal,0,0
HID826854,Svay Rieng,1000,.5
HID826917,Tboung Khmum,1000,1.5
HID827010,Battambang,1000,.64
HID827018,Takeo,4000,1.7
HID827067,Svay Rieng,250,.3
HID827087,Kampong Thom,2880,.45
HID827327,Ratanak Kiri,1690,1.5
HID827393,Battambang,9000,4
HID827422,Kep,500,.21
HID827543,Kratie,0,0
HID827559,Prey Veng,1800,.4
HID827571,Kampong Speu,3000,3
HID827591,Kratie,0,0
HID827742,Svay Rieng,2405,.65
HID827867,Pursat,2000,.8
HID827995,Stung Treng,400,1
HID828108,Tboung Khmum,1000,2
HID828182,Kandal,0,0
HID828271,Svay Rieng,2000,.89
HID828287,Banteay Meanchey,0,0
HID828369,Kampot,2500,1.31
HID828425,Prey Veng,3000,2.5
HID828634,Prey Veng,40000,11
HID828645,Kampong Cham,1000,.3
HID828712,Preah Sihanouk,0,0
HID828733,Kampong Cham,500,.4
HID828940,Takeo,23000,4
HID828954,Siem Reap,5000,2.5
HID829085,Kratie,2500,1.5
HID829097,Kandal,0,0
HID829107,Svay Rieng,8250,3.5
HID829114,Siem Reap,5000,3
HID829167,Kampong Thom,3500,1
HID829330,Tboung Khmum,500,.2
HID829383,Kampot,960,.74
HID829519,Siem Reap,0,0
HID829553,Prey Veng,2000,.15
HID829590,Kampong Thom,0,0
HID829595,Siem Reap,600,.5
HID829612,Battambang,8000,2
HID829886,Takeo,2000,1
HID829890,Kampong Speu,2500,1.36
HID830155,Tboung Khmum,420,.5
HID830237,Kampong Thom,2500,.9
HID830254,Kampong Cham,0,0
HID830337,Prey Veng,8500,1.6
HID830457,Banteay Meanchey,5000,1.5
HID830516,Prey Veng,0,0
HID830578,Kampong Speu,1000,.9
HID830696,Prey Veng,4000,1.95
HID830849,Stung Treng,0,0
HID830912,Banteay Meanchey,200,.3
HID830947,Preah Sihanouk,960,.287
HID831083,Takeo,3300,1.5
HID831089,Mondul Kiri,0,0
HID831111,Prey Veng,2000,.85
HID831113,Battambang,24000,3
HID831482,Svay Rieng,1650,1.35
HID831532,Kandal,0,0
HID831608,Mondul Kiri,1500,.7
HID831623,Kampong Thom,360,.7
HID831661,Svay Rieng,1350,.7
HID831669,Kampong Thom,200,.5
HID831708,Prey Veng,0,0
HID831742,Banteay Meanchey,4000,2
HID831747,Kratie,0,0
HID831751,Kampong Thom,500,.7
HID832066,Preah Vihear,1000,.5
HID832129,Phnom Penh,0,0
HID832216,Kampong Cham,280,.25
HID832244,Pursat,1050,.85
HID832356,Tboung Khmum,620,.2
HID832391,Phnom Penh,1800,.7
HID832447,Tboung Khmum,1000,.8
HID832607,Kampong Speu,350,.1
HID832885,Tboung Khmum,300,.07
HID832922,Pursat,0,0
HID833086,Kampong Thom,400,.24
HID833187,Svay Rieng,1000,1.2
HID833220,Otdar Meanchey,1300,2
HID833364,Tboung Khmum,0,0
HID833512,Tboung Khmum,0,0
HID833549,Kandal,0,0
HID833556,Svay Rieng,8100,2.2
HID833563,Tboung Khmum,1400,.37
HID833626,Siem Reap,700,.7
HID833742,Svay Rieng,1800,.95
HID833854,Stung Treng,0,0
HID833880,Kratie,200,.5
HID833881,Preah Vihear,0,0
HID833930,Kampong Thom,80000,18
HID833983,Prey Veng,2500,.7
HID834021,Kampong Speu,2100,.35
HID834241,Prey Veng,20000,4.8
HID834295,Svay Rieng,0,0
HID834313,Pursat,12500,6.5
HID834320,Kampong Speu,450,.35
HID834333,Kandal,0,0
HID834338,Kampong Chhnang,27300,4.55
HID834353,Kandal,595,.31
HID834503,Kandal,0,0
HID834509,Prey Veng,5000,1.75
HID834545,Kampong Thom,700,.3
HID834596,Prey Veng,0,0
HID834597,Battambang,0,0
HID834739,Kampong Chhnang,360,.45
HID834799,Prey Veng,1500,.5
HID835002,Tboung Khmum,1150,.37
HID835018,Kampong Speu,700,.35
HID835063,Pursat,900,.2
HID835151,Kandal,1000,.256
HID835253,Kampong Cham,3000,1
HID835254,Kampong Chhnang,7000,5
HID835422,Siem Reap,575,.1
HID835502,Svay Rieng,850,1
HID835536,Pursat,1200,.8
HID835734,Otdar Meanchey,1600,4
HID835748,Battambang,7000,3
HID835885,Battambang,0,0
HID835968,Takeo,700,.2
HID836109,Otdar Meanchey,8000,5.5
HID836182,Kampong Speu,4260,1.85
HID836192,Prey Veng,2500,.72
HID836212,Takeo,600,.3
HID836301,Svay Rieng,0,0
HID836438,Svay Rieng,3000,1.28
HID836669,Kampong Speu,600,.2
HID836735,Prey Veng,3300,1.35
HID836797,Tboung Khmum,975,.2
HID836808,Kampot,2280,.8
HID836835,Banteay Meanchey,36000,6
HID836846,Kampong Cham,0,0
HID836876,Battambang,0,0
HID836882,Kampong Speu,2000,.73
HID837169,Kandal,0,0
HID837212,Kampong Cham,0,0
HID837311,Takeo,80000,11.5
HID837339,Phnom Penh,1600,1
HID837542,Preah Sihanouk,1200,1.5
HID837633,Stung Treng,0,0
HID837648,Kampong Cham,800,.5
HID837693,Prey Veng,1200,.5
HID837711,Kampong Speu,600,.15
HID837798,Takeo,935,.35
HID837936,Battambang,0,0
HID837958,Kampong Chhnang,5000,2
HID838083,Kampong Cham,7959,2.26
HID838361,Preah Vihear,1500,1
HID838477,Mondul Kiri,0,0
HID838629,Svay Rieng,4500,1.62
HID838634,Pursat,15000,15
HID838782,Kandal,0,0
HID838998,Kampong Chhnang,0,0
HID839056,Kampong Chhnang,4000,2
HID839294,Battambang,500,.16
HID839346,Kampong Thom,1040,.33
HID839517,Kampong Cham,0,0
HID839598,Takeo,4000,1.2
HID839663,Takeo,400,.28
HID839673,Battambang,2000,.5
HID839793,Prey Veng,0,0
HID839817,Svay Rieng,3500,1.3
HID839869,Prey Veng,22360,2.5
HID840081,Banteay Meanchey,8000,3.15
HID840101,Takeo,2250,.5
HID840186,Otdar Meanchey,1500,1.5
HID840373,Kampot,5000,1.2
HID840382,Kampong Thom,10000,5
HID840469,Pailin,0,0
HID840548,Kampong Thom,5100,1.115
HID840609,Kandal,1500,.6
HID840667,Battambang,3000,1
HID840788,Battambang,0,0
HID840802,Pursat,800,1
HID840871,Phnom Penh,0,0
HID840874,Kampong Chhnang,0,0
HID840918,Preah Sihanouk,0,0
HID841089,Otdar Meanchey,0,0
HID841408,Tboung Khmum,2000,1
HID841514,Kampong Speu,3500,1.5
HID841755,Siem Reap,600,.4
HID841806,Takeo,25000,5
HID841875,Kampong Chhnang,10000,2.05
HID841936,Preah Sihanouk,750,.5
HID841952,Koh Kong,0,0
HID841961,Prey Veng,2000,.5
HID842004,Tboung Khmum,1260,.4
HID842039,Takeo,0,0
HID842111,Kratie,7500,2.5
HID842228,Kampong Thom,2000,.6
HID842307,Svay Rieng,1000,.6
HID842324,Takeo,1500,.5
HID842343,Prey Veng,6000,3.93
HID842351,Prey Veng,9000,3
HID842596,Mondul Kiri,875,.5
HID842607,Siem Reap,1000,1.5
HID842669,Otdar Meanchey,0,0
HID842888,Battambang,0,0
HID842944,Takeo,1500,.55
HID843001,Banteay Meanchey,1500,.5
HID843034,Siem Reap,4000,5
HID843079,Prey Veng,2385,.5
HID843210,Tboung Khmum,2000,.6
HID843221,Takeo,2500,.6
HID843537,Battambang,0,0
HID843642,Kep,1100,.2
HID843822,Tboung Khmum,0,0
HID843957,Tboung Khmum,3000,1
HID843976,Kampong Cham,5000,2.6
HID844082,Phnom Penh,0,0
HID844164,Battambang,6000,3
HID844296,Svay Rieng,7500,2.5
HID844385,Prey Veng,1200,.24
HID844418,Kampong Chhnang,0,0
HID844452,Kampong Thom,2500,2.2
HID844689,Kampong Chhnang,1250,.38
HID844763,Kampong Thom,0,0
HID844788,Koh Kong,600,.4
HID844827,Kampong Thom,14000,5
HID844870,Takeo,1500,.65
HID844871,Preah Vihear,0,0
HID844909,Kampong Speu,300,.12
HID845069,Kandal,0,0
HID845277,Phnom Penh,600,.25
HID845334,Svay Rieng,2000,1.799
HID845393,Kampong Cham,1500,.6
HID845661,Kampong Thom,0,0
HID845736,Kampong Thom,0,0
HID845742,,0,0
HID845852,Banteay Meanchey,0,0
HID845887,Prey Veng,350,.04
HID845957,Kampong Chhnang,0,0
HID846087,Battambang,0,0
HID846093,Otdar Meanchey,7000,10
HID846151,Kampong Speu,1400,.4
HID846181,Kampong Speu,300,.13
HID846203,Takeo,0,0
HID846241,Kampong Thom,0,0
HID846242,Pursat,0,0
HID846319,Takeo,2500,1.5
HID846546,Kratie,0,0
HID846639,,0,0
HID846663,Kampong Cham,0,0
HID846665,Kampong Chhnang,1200,.3
HID846705,Pursat,26750,10.4
HID846862,Kratie,8525,2.24
HID846897,Battambang,5000,3
HID847119,Kandal,2856,.5
HID847184,Koh Kong,0,0
HID847326,Battambang,10000,4.5
HID847345,Ratanak Kiri,1200,1
HID847374,Kep,0,0
HID847537,Svay Rieng,1500,.8
HID847546,Kandal,1500,.5
HID847617,Kandal,18900,1.5
HID847663,Prey Veng,1000,.35
HID847873,Preah Sihanouk,0,0
HID847877,Takeo,1800,.79
HID847889,Kandal,0,0
HID848072,Battambang,0,0
HID848084,Ratanak Kiri,0,0
HID848134,Kampong Speu,1500,.6
HID848259,Pursat,210,.4
HID848352,Prey Veng,0,0
HID848510,Takeo,6000,1.6
HID848530,Kampong Cham,60,.2
HID848535,Kampot,960,.6
HID848561,Pursat,6000,2
HID848608,Takeo,0,0
HID848635,Kampong Thom,0,0
HID848700,Kampong Thom,5000,2.2
HID848796,Kampong Cham,0,0
HID848811,Kampong Thom,1000,1.5
HID848828,Banteay Meanchey,0,0
HID848837,Battambang,0,0
HID848857,Kampong Speu,1400,.36
HID849018,Svay Rieng,7150,3.5
HID849071,Pursat,13000,10
HID849082,Prey Veng,1500,.6
HID849115,Kratie,0,0
HID849152,Battambang,0,0
HID849160,Pursat,800,.4
HID849218,Prey Veng,19000,5.25
HID849362,Kampong Chhnang,900,.24
HID849429,Battambang,0,0
HID849821,Prey Veng,12800,1.6
HID849952,Banteay Meanchey,20500,12.5
HID850074,Kampong Thom,700,.5
HID850147,Kandal,400,.1
HID850235,Battambang,0,0
HID850277,Svay Rieng,0,0
HID850285,Kampong Thom,0,0
HID850299,Prey Veng,2500,1
HID850355,Kampong Cham,980,.45
HID850394,Kampot,1265,.5184
HID850462,Kampot,0,0
HID850749,Prey Veng,850,.3
HID850772,Kandal,0,0
HID850892,Kampong Chhnang,625,.3
HID850945,Siem Reap,0,0
HID850996,Otdar Meanchey,9000,10
HID851084,Prey Veng,2250,1.05
HID851098,Banteay Meanchey,0,0
HID851115,Kampong Speu,3000,.7
HID851144,Kampong Chhnang,1500,.5
HID851240,Kampong Cham,0,0
HID851271,Kampong Thom,3000,1.5
HID851348,Tboung Khmum,0,0
HID851388,Kampong Thom,800,.8
HID851497,Pailin,0,0
HID851569,Battambang,3000,1
HID851606,Siem Reap,0,0
HID851666,Kampong Cham,980,.17
HID851699,Takeo,1500,.6
HID851730,Prey Veng,7725,3.45
HID851733,Takeo,3000,.5
HID851760,Kampot,1210,.32
HID851770,Koh Kong,0,0
HID851837,Svay Rieng,0,0
HID852091,Svay Rieng,2000,.89
HID852092,Kampong Thom,0,0
HID852203,Kampong Thom,6320,3.51
HID852398,Siem Reap,54000,18
HID852459,Takeo,1000,.5
HID852534,Kampong Cham,400,.5
HID852641,Kandal,600,.2
HID852643,Siem Reap,3500,4
HID852694,Kampot,0,0
HID852830,Pursat,0,0
HID852918,Prey Veng,200,1.2
HID853023,Kampong Cham,1380,.5
HID853051,Tboung Khmum,500,.25
HID853076,Prey Veng,3000,2
HID853115,Battambang,1000,.5
HID853155,Pailin,0,0
HID853184,Pursat,20000,5.4
HID853191,Takeo,3000,1.1
HID853291,Tboung Khmum,1250,.5
HID853618,Svay Rieng,3000,1.07
HID853728,Svay Rieng,3300,1.8
HID853781,Prey Veng,1400,.5
HID853785,Preah Vihear,8000,5.5
HID853809,Takeo,840,.5
HID853892,Kampong Cham,110,.004
HID853916,Kampot,0,0
HID854001,Kampong Speu,2075,.83
HID854039,Kampong Thom,4000,2
HID854071,Stung Treng,3600,1
HID854133,Prey Veng,1000,.2
HID854193,Prey Veng,1260,.7
HID854214,Siem Reap,2000,.8
HID854238,Banteay Meanchey,9500,8.5
HID854371,Kampong Speu,2220,.96
HID854384,Kampong Cham,0,0
HID854490,Kandal,0,0
HID854511,Kampong Cham,0,0
HID854622,Kampong Thom,1500,1.36
HID854739,Banteay Meanchey,1000,.8
HID854740,Prey Veng,40500,4.5
HID854835,Takeo,700,.2
HID854854,Prey Veng,11000,3
HID854884,Kampong Cham,1540,.5
HID854941,Kratie,0,0
HID854947,Kandal,0,0
HID854984,Svay Rieng,450,.15
HID854988,Kampong Cham,780,.2
HID855074,Takeo,0,0
HID855264,Kampong Cham,0,0
HID855527,Pursat,1500,2
HID855673,Kampong Chhnang,0,0
HID855966,Kampong Chhnang,600,.5
HID856009,Battambang,0,0
HID856087,Kampot,500,.2
HID856088,Kampong Chhnang,500,.25
HID856378,Pursat,0,0
HID856468,Phnom Penh,666,.3
HID856482,Prey Veng,300,.3
HID856495,Battambang,0,0
HID856539,Siem Reap,0,0
HID856567,Battambang,3000,1.4
HID856660,Siem Reap,2000,2
HID856686,Prey Veng,11000,2.1
HID856787,Koh Kong,200,.3
HID856861,Kampong Thom,0,0
HID856963,Tboung Khmum,0,0
HID857024,Kampong Speu,2500,.7
HID857170,Siem Reap,0,0
HID857187,Battambang,2000,2
HID857192,Kampong Thom,700,.3
HID857244,Otdar Meanchey,0,0
HID857436,Koh Kong,0,0
HID857466,Kampong Cham,1530,1.5
HID857494,Prey Veng,560,.75
HID857498,Takeo,0,0
HID857529,Koh Kong,0,0
HID857738,Siem Reap,150,.25
HID857797,Tboung Khmum,0,0
HID857830,Kampot,0,0
HID857833,Siem Reap,0,0
HID858023,Prey Veng,1400,.47
HID858065,Kampong Cham,4000,2
HID858224,Kampot,1375,.52
HID858274,Siem Reap,700,.4
HID858348,Kampot,900,.46
HID858416,Kratie,3500,3
HID858425,Svay Rieng,300,.3
HID858444,Kratie,1000,.2
HID858482,Siem Reap,0,0
HID858692,Pailin,0,0
HID858696,Takeo,1500,.7
HID858709,Kampot,3000,1.1
HID858936,Pursat,9000,3
HID858992,Kampot,2000,.6
HID859073,Kampong Thom,1000,.5
HID859242,Otdar Meanchey,1000,1
HID859289,Kandal,0,0
HID859343,Kandal,0,0
HID859453,Pursat,0,0
HID859488,Kampong Speu,1680,.21
HID859536,Otdar Meanchey,6000,5
HID859663,Battambang,8000,4
HID859695,Battambang,2000,.72
HID859743,Kampong Cham,0,0
HID859780,Banteay Meanchey,0,0
HID859811,Kandal,0,0
HID859834,Prey Veng,0,0
HID859863,Kandal,18000,1.5
HID859901,Preah Vihear,8000,3.5
HID859919,Preah Vihear,6500,3
HID859989,Svay Rieng,1250,.98
HID860008,Preah Vihear,0,0
HID860038,Siem Reap,4000,1.5
HID860184,Phnom Penh,0,0
HID860333,Prey Veng,2300,1
HID860357,Kampong Cham,0,0
HID860604,Takeo,1000,1.3
HID860623,Battambang,3000,2
HID860639,Kandal,900,.18
HID860964,Otdar Meanchey,5400,7
HID860988,Kampong Thom,1300,.6
HID861122,Ratanak Kiri,1750,.8
HID861199,Battambang,5000,3.5
HID861404,Kampong Speu,2900,2
HID861461,Takeo,2000,.66
HID861625,Kandal,0,0
HID861626,Kampong Thom,500,.42
HID861630,Kep,15000,5
HID861661,Svay Rieng,0,0
HID861670,Kandal,0,0
HID861804,Tboung Khmum,0,0
HID861875,Kampong Speu,1000,1
HID861962,Kampot,5260,4.6
HID861979,Kampong Thom,700,.4
HID861991,Prey Veng,4350,1.55
HID862138,Banteay Meanchey,1000,4
HID862147,Banteay Meanchey,9000,1.25
HID862209,Takeo,6000,3
HID862417,Siem Reap,4000,3.16
HID862477,Svay Rieng,1925,.6
HID862529,Kandal,3790,1
HID862547,Siem Reap,0,0
HID862626,Kampong Speu,500,.28
HID862659,Tboung Khmum,2250,1
HID862691,Prey Veng,12000,.97
HID862809,Kampong Cham,2100,.74
HID862986,Banteay Meanchey,4000,2
HID862998,Kratie,4000,3
HID863112,Ratanak Kiri,500,1
HID863187,Phnom Penh,300,.2
HID863196,Siem Reap,3000,1.5
HID863245,Prey Veng,0,0
HID863422,Svay Rieng,3000,1.55
HID863497,Takeo,20000,4
HID863544,Kampong Chhnang,0,0
HID863584,Takeo,0,0
HID863809,Banteay Meanchey,250,.32
HID863833,Kep,0,0
HID863836,Banteay Meanchey,0,0
HID863928,Preah Vihear,1000,2.5
HID863929,Preah Sihanouk,0,0
HID864071,Kandal,0,0
HID864074,Svay Rieng,2500,1.5
HID864227,Otdar Meanchey,5000,4
HID864309,Preah Sihanouk,0,0
HID864338,Kampong Thom,660,.5
HID864464,Banteay Meanchey,46500,20
HID864688,Kampong Cham,0,0
HID864808,Preah Vihear,1500,1
HID864826,Kampong Cham,3360,1
HID864878,Prey Veng,480,.2
HID864903,Kandal,0,0
HID864963,Kandal,750,.25
HID864966,Svay Rieng,700,.4
HID865169,Takeo,3000,.99
HID865279,Kampong Chhnang,0,0
HID865331,Tboung Khmum,0,0
HID865357,,0,0
HID865404,Stung Treng,4800,2
HID865498,Otdar Meanchey,4000,3
HID865546,Kampong Cham,8000,2
HID865551,Kampong Speu,1200,2
HID865597,Takeo,8400,.62
HID865695,Prey Veng,3000,1.5
HID865805,Svay Rieng,3000,2.5
HID865890,Tboung Khmum,550,.6
HID865947,Prey Veng,1000,.3
HID866026,Kampong Cham,0,0
HID866394,Kandal,4000,.8
HID866426,Takeo,1300,.5600000000000001
HID866461,Preah Vihear,2000,2.5
HID866538,Kratie,0,0
HID866593,Mondul Kiri,3000,1.5
HID866659,Kampot,2275,.8
HID866823,Prey Veng,50000,13
HID866873,Pursat,0,0
HID866935,Ratanak Kiri,1700,1
HID867041,Tboung Khmum,0,0
HID867091,Battambang,8000,3.4
HID867123,Otdar Meanchey,0,0
HID867159,,1050,.68
HID867280,Banteay Meanchey,400,1.12
HID867290,Prey Veng,15000,2.3
HID867387,,800,.27
HID867437,Kampong Cham,1340,.5
HID867560,Takeo,100,.1
HID867732,Kratie,1500,.39
HID867870,Kampong Chhnang,0,0
HID868025,Takeo,3000,.2
HID868059,Kampong Speu,3290,1.38
HID868117,Svay Rieng,4700,2.8
HID868225,Preah Vihear,22000,9
HID868307,Otdar Meanchey,6000,2
HID868397,Siem Reap,0,0
HID868562,Kampong Cham,280,.12
HID868746,Kandal,500,.2
HID868901,Kampong Thom,700,.3
HID868922,Kampong Chhnang,3200,3
HID869104,Battambang,0,0
HID869132,Kratie,1250,1.3
HID869134,Kampot,275,.1296
HID869139,Siem Reap,1000,.5
HID869141,Siem Reap,1000,1
HID869189,Takeo,1250,.48
HID869220,Prey Veng,1275,.3
HID869260,Siem Reap,600,1
HID869270,Kampong Thom,0,0
HID869362,Kratie,2000,.72
HID869426,Kampong Speu,1850,.5600000000000001
HID869493,Tboung Khmum,0,0
HID869526,Takeo,400,.24
HID869608,Kampong Cham,5300,5.4
HID869732,Prey Veng,9000,1.47
HID869765,Takeo,600,.2
HID870027,Kandal,0,0
HID870238,Tboung Khmum,0,0
HID870335,Kampong Chhnang,2280,.76
HID870765,Kampong Thom,750,.3
HID870785,Prey Veng,6000,1
HID870806,,480,.4
HID870835,Kampong Cham,0,0
HID870941,Takeo,1500,.4
HID871043,Prey Veng,0,0
HID871054,Kampong Speu,550,.2
HID871058,Kandal,4500,1
HID871115,Preah Vihear,3600,2
HID871263,Banteay Meanchey,2500,2
HID871328,Pursat,15000,5.7
HID871339,Pursat,1500,.5
HID871365,Prey Veng,1000,.48
HID871631,Kratie,0,0
HID871788,Kampong Cham,7000,2.5
HID871797,Battambang,18000,4.5
HID871895,Kampong Chhnang,4100,1.1
HID871936,Kandal,1600,.5
HID871970,Tboung Khmum,0,0
HID872353,Kratie,0,0
HID872453,Battambang,10000,2
HID872564,Kampong Thom,800,.2
HID872595,Prey Veng,2800,.5
HID872735,Kratie,3000,2
HID872756,Ratanak Kiri,0,0
HID872758,Kampong Speu,1200,.55
HID872828,Kampong Cham,0,0
HID872896,Kampong Chhnang,3000,1.5
HID872976,Preah Vihear,7000,3
HID873008,Kandal,0,0
HID873316,Kampong Chhnang,60,.035
HID873344,Kampong Chhnang,13000,2.5
HID873346,Kandal,0,0
HID873387,Phnom Penh,1400,.57
HID873424,Siem Reap,3000,2
HID873549,Banteay Meanchey,0,0
HID873650,Siem Reap,34000,20
HID873685,Takeo,600,.5
HID873774,Siem Reap,1500,1
HID873810,Banteay Meanchey,2500,.8
HID873823,Battambang,3000,1.5
HID873863,Siem Reap,0,0
HID873929,Prey Veng,28000,2
HID874256,Koh Kong,0,0
HID874428,Svay Rieng,4000,2.5
HID874522,Takeo,600,.07
HID874690,Banteay Meanchey,2000,2
HID874779,Svay Rieng,1000,.4
HID874806,Battambang,1500,.52
HID874942,Pursat,21000,14
HID875066,Kampong Thom,1000,.15
HID875091,Kampot,1500,1
HID875105,Kandal,0,0
HID875159,Takeo,3200,.75
HID875162,Prey Veng,18000,4
HID875178,Takeo,1300,.35
HID875264,Takeo,1050,.4
HID875405,Tboung Khmum,0,0
HID875446,Pursat,0,0
HID875537,Kampong Thom,420,.9
HID875613,Battambang,0,0
HID875637,Stung Treng,2500,2
HID875962,Kampong Thom,0,0
HID876082,Battambang,7500,2.5
HID876427,Kandal,0,0
HID876542,Kratie,0,0
HID876551,Svay Rieng,300,.2
HID876614,Preah Vihear,1500,1
HID876637,Kampong Thom,480,.36
HID876662,Tboung Khmum,4000,2
HID876675,Kampong Cham,0,0
HID876701,Takeo,0,0
HID876748,Banteay Meanchey,10100,8.850000000000001
HID876779,Battambang,14500,7
HID876859,Kandal,0,0
HID876925,Takeo,0,0
HID876942,Kampong Thom,4420,2.4
HID877020,Prey Veng,3000,1
HID877024,Kampong Thom,0,0
HID877064,Battambang,40000,10
HID877113,Svay Rieng,1750,.75
HID877120,Battambang,9000,1.5
HID877196,Prey Veng,4400,2.722
HID877445,Takeo,1500,.52
HID877746,Kampong Chhnang,6000,1.2
HID877900,Kampong Cham,480,.1
HID877953,Siem Reap,0,0
HID878067,Kampong Thom,600,.5
HID878073,Kampong Thom,480,.5
HID878199,Siem Reap,10000,10
HID878422,Siem Reap,420,.364
HID878451,Otdar Meanchey,780,.8
HID878607,Kandal,240,.11
HID878625,Tboung Khmum,4200,.85
HID878635,Kampong Chhnang,2500,.5
HID878638,Kratie,45000,13
HID878712,Kampot,1800,.36
HID878739,Tboung Khmum,0,0
HID878899,Prey Veng,8000,2
HID878906,Svay Rieng,1250,.5
HID879176,Kampong Speu,650,.3
