hhid,province,raised_Poultry,raised_cattle_buffalo,raised_Livestock,raised_Livestock_Poultry,ag_area,ag_hh,zone,fhh,edu_hh,edu_hh_head,covid_shock,ag_comm,ag_assoc,ag_comm_assoc,animal_area,animal_ded_area,homelot_area,parcel_area,holding_area,animal_area_rate,rice,rice_harv_sold_pct,sold_rice,rice_area_agland_pct,rice_area_total_pct,rice_price_impt,value_rice_prod,rice_price,cashew,area_cashew_harvested,area_cashew_planted,qty_cashew_harvested,qty_cashew_own_use,qty_cashew_sale,qty_cashew_gift,qty_cashew_pay,qty_cashew_feed,qty_cashew_seed,qty_cashew_lost,qty_cashew_processed,cashew_harv_sold_pct,sold_cashew,cashew_area_agland_pct,cashew_area_total_pct,cashew_price_impt,value_cashew_prod,cashew_price,animal_disease,irrigation,drought,flood,ag_extension_training,family_hours,family_full_days,family_work_days
HID719244,1,1,0,0,1,1.0021,1,Tonle Sap,0,2,,0,0,0,0,.0006000000284985,1,.12,1,1.12,.00053571432,1,0,0,.49895221,.44642857,1,360000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,2520,315,360
HID719363,4,1,1,1,1,.7524,1,Tonle Sap,1,1,1,0,0,0,0,.0003999999898952,1,.021,.75,.77100003,.00051880669,1,.18518518,1,.9968102,.97276258,0,3780000,700,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,792,99,108
HID719432,3,1,0,0,1,.0009,1,Plain,1,2,2,1,0,0,0,.0003999999898952,1,.028,,.028000001,.014285713,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,1100,137.5,550
HID719567,2,1,1,1,1,.212,1,Tonle Sap,0,1,0,1,0,0,0,.0020000000949949,1,.19,.08,.27000001,.0074074073,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,0,3240,405,630
HID719699,3,1,1,1,1,1.002,1,Plain,0,2,0,0,0,0,0,.0020000000949949,1,.01,1,1.01,.0019801981,1,.20833333,1,.99800402,.99009901,0,2520000,1050,0,,,,,,,,,,,,,,,,0,,,0,1,1,1,1,5958,744.75,756
HID719747,2,1,0,0,1,3.83,1,Tonle Sap,0,2,1,0,0,0,0,.25,1,.28,3.5,3.78,.066137567,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,2824,353,508
HID719751,2,1,1,1,1,.0038,1,Tonle Sap,0,2,,0,0,0,0,.001300000003539,1,.04,,.039999999,.032500003,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,1800,225,720
HID719848,25,1,0,0,1,.11005,1,Plain,0,2,0,0,0,0,0,.0000499999987369,1,.06,.08,.14,.00035714285,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,360,45,180
HID720037,19,1,0,0,1,.202,1,Mountain,0,2,2,0,0,0,0,.0020000000949949,1,.3,,.30000001,.0066666668,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,1102,137.75,376
HID720197,8,1,0,0,1,1.055,1,Plain,0,2,1,0,0,0,0,.0049999998882413,1,.052,1.05,1.102,.0045372052,1,0,0,.99526066,.95281309,1,3330000,900,0,,,,,,,,,,,,,,,,0,,,1,1,0,1,0,2475,309.375,375
HID720251,7,1,0,0,1,.5012,1,Coastal,0,1,1,0,0,0,0,.0012000000569969,1,.04,.5,.54000002,.0022222223,1,0,0,.99760574,.92592591,1,714000,1020,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,24,3,8
HID720256,25,,,,,2.665,1,Plain,1,2,1,0,0,0,0,,0,.025,2.66,2.6849999,,1,.38461539,1,.97560978,.96834266,0,20800000,800,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1850,231.25,575
HID720413,2,1,0,0,1,1.0447,1,Tonle Sap,1,2,1,0,0,0,0,.0500000007450581,1,1,,1,.050000001,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1285,160.625,665
HID720528,13,,,,,6.0088,1,Mountain,0,1,1,0,0,0,0,,0,.1575,6,6.1574998,,1,0,0,.6656903,.64961433,1,9100000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1000,125,125
HID720600,3,,,,,1.0828,1,Plain,0,2,1,0,0,0,0,,0,.09,1,1.09,,1,.25,1,.92353159,.91743118,0,4000000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,1,1,0,4500,562.5,750
HID720604,2,1,1,1,1,2.17,1,Tonle Sap,0,2,2,1,0,0,0,.1000000014901161,1,.17,2,2.1700001,.046082947,1,.33333334,1,.92165899,.92165893,0,8100000,900,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,1200,150,240
HID720854,3,1,0,0,1,.0154,1,Plain,0,2,1,0,0,0,0,.0003999999898952,1,.038,,.037999999,.010526316,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2160,270,720
HID720873,6,1,1,1,1,4.2014,1,Tonle Sap,0,2,2,1,0,0,0,.0003999999898952,1,.2,4.2,4.4000001,.000090909089,1,.35714287,1,.928262,.88636363,0,15400000,1100,0,,,,,,,,,,,,,,,,0,,,1,0,1,0,1,220,27.5,55
HID720874,1,1,0,0,1,2.7036,1,Tonle Sap,0,1,1,1,0,0,0,.0035999999381602,1,.0216,2.7,2.7216001,.0013227513,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,1,1,1,0,0,828,103.5,396
HID720906,17,1,1,1,1,.14,1,Tonle Sap,0,2,2,0,0,0,0,.0199999995529652,1,.2,,.2,.099999994,1,0,0,.71428573,.5,1,1615000,950,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2580,322.5,450
HID720928,14,1,0,0,1,.2815,1,Plain,1,1,1,0,0,0,0,.0005000000237487,1,.0384,.28,.3184,.0015703519,1,0,0,.9946714,.87939698,1,1860000,930,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,34,4.25,19
HID720962,21,1,0,0,1,.6224,1,Plain,0,2,1,0,0,0,0,.0024000001139939,1,.18,.62,.80000001,.003,1,0,0,.99614394,.77499998,1,2790000,930,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1680,210,480
HID721093,21,1,1,1,1,.632,1,Plain,0,2,1,0,0,0,0,.0020000000949949,1,.02,.63,.64999998,.0030769233,1,0,0,.99683547,.96923083,1,2901600,930,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2000,250,280
HID721112,3,1,0,0,1,10.102,1,Plain,0,2,,0,0,0,0,.0020000000949949,1,.0544,9.6,9.6543999,.00020715944,1,.23076923,1,.38606218,.40396088,0,12090000,930,1,4.5,4.5,4000,0,2000,,,,,,0,.5,1,.44545636,.46610871,0,20000000,5000,0,1,1,0,0,3840,480,600
HID721164,17,1,0,0,1,1.5025,1,Tonle Sap,0,1,0,0,0,1,0,.0005000000237487,1,.12,1.5,1.62,.00030864199,1,0,0,.99833608,.92592591,1,1520000,950,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1770,221.25,480
HID721178,2,1,0,0,1,11.703,1,Tonle Sap,0,2,1,0,0,0,0,.003000000026077,1,.056,11.7,11.756,.00025518885,1,0,0,.0888661,.088465467,1,4050000,900,1,.5,4.24,1100,0,500,,,,,,0,.45454547,1,.36230028,.3606669,0,5500000,5000,0,0,1,0,0,3920,490,515
HID721181,6,,,,,5.5,1,Tonle Sap,0,2,2,0,0,0,0,,0,.07,5.5,5.5700002,,1,.40909091,1,.27272728,.26929981,0,6600000,600,1,.9,.9,6000,0,3000,,,,,,0,.5,1,.16363636,.16157989,0,15000000,2500,0,1,1,0,0,1316,164.5,204
HID721187,13,1,0,0,1,2.0409,1,Mountain,0,2,0,0,0,0,0,.00089999998454,1,.154,2,2.154,.00041782728,1,0,0,.73496985,.69637883,1,2000000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,1,6000,750,750
HID721200,10,1,1,1,1,.31,1,Mountain,0,1,1,0,0,0,0,.0199999995529652,1,.1,.28,.38,.052631579,1,.25,1,.90322578,.7368421,0,1500000,750,0,,,,,,,,,,,,,,,,0,,,1,1,0,0,0,465,58.125,93
HID721216,10,1,1,1,1,.7942,1,Mountain,0,2,0,0,0,0,0,.094200000166893,1,.102,.7,.80199999,.11745636,1,.25,1,.88139009,.87281799,0,3600000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,4944,618,804
HID721515,24,,,,,28,1,Tonle Sap,0,2,0,1,0,0,0,,0,.015,20,20.014999,,0,,,,,0,,,1,18,18,30000,0,15000,,,,,,0,.5,1,.64285713,.89932555,0,150000000,5000,0,0,0,1,1,6552,819,936
HID721547,14,1,1,1,1,.007,1,Plain,1,2,2,0,0,0,0,.0020000000949949,1,.1,,.1,.020000001,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1400,175,250
HID721558,25,1,0,1,1,.013,1,Plain,1,1,1,0,0,0,0,.0020000000949949,1,.0666,.0666,.1332,.015015015,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,36,4.5,18
HID721583,3,1,0,0,1,.3535,1,Plain,0,2,2,1,0,0,0,.0035000001080334,1,.45,,.44999999,.0077777784,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1080,135,360
HID721705,14,1,1,1,1,.5106000000000001,1,Plain,0,2,2,0,0,0,0,.0006000000284985,1,.15,.5,.64999998,.00092307699,1,.16666667,1,.97924012,.76923078,0,2700000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1080,135,420
HID721734,21,,,,,.87,1,Plain,1,2,2,0,0,0,0,,0,.06,.87,.93000001,,1,.06666667,1,1,.93548387,0,3180000,1060,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,27,3.375,9
HID721842,25,1,0,0,1,5,1,Plain,0,3,3,0,0,0,0,,0,.06,5,5.0599999,,0,,,,,0,,,1,3,3,5000,0,2500,,,,,,0,.5,1,.60000002,.59288538,0,20000000,4000,0,0,0,0,0,1440,180,360
HID721996,13,1,0,1,1,.0115,1,Mountain,1,0,0,1,0,1,0,.0115000000223517,1,.06,.5051,.56510001,.02035038,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,480,60,60
HID722003,7,1,1,1,1,.318,1,Coastal,0,2,1,0,0,0,0,.0060000000521541,1,.07,.3,.37,.016216217,1,0,0,.94339621,.8108108,1,1326000,1020,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,856,107,260
HID722011,4,1,0,0,1,.0018,1,Tonle Sap,0,2,2,0,0,0,0,.0017999999690801,1,.1,,.1,.017999999,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,1,0,0,0,0,960,120,240
HID722017,2,1,0,0,1,.2,1,Tonle Sap,1,2,2,0,0,0,0,.0500000007450581,1,.16,,.16,.3125,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,1,0,1,0,1,3600,450,1080
HID722140,13,1,0,0,1,3.2609,1,Mountain,0,2,2,1,0,1,0,.0005000000237487,1,.06,3.2304,3.2904,.00015195721,1,0,0,.91999143,.91174322,1,2400000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,5952,744,660
HID722169,4,1,0,0,1,1.334,1,Tonle Sap,0,2,2,0,0,0,0,.0329999998211861,1,.06765,1.3,1.36765,.024128979,1,.375,1,.77211392,.75311667,0,9520000,850,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,360,45,108
HID722288,21,1,1,1,1,1.0824,1,Plain,0,2,1,0,0,0,0,.0024000001139939,1,.6,.6,1.2,.0020000001,1,0,0,.55432373,.49999997,1,2232000,930,0,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,840,105,480
HID722299,6,1,1,1,1,.2915,1,Tonle Sap,0,2,1,0,0,0,0,.0005000000237487,1,.15,.2,.34999999,.0014285715,1,0,0,.99485421,.82857144,1,648000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,132,16.5,102
HID722311,13,1,0,0,1,.5056,1,Mountain,0,1,0,0,0,0,0,.0006000000284985,1,.06,.5,.56,.0010714286,1,0,0,.98892403,.89285713,1,1050000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,0,480,60,60
HID722315,22,1,0,0,1,.0556,1,Tonle Sap,0,2,2,0,0,0,0,.015599999576807,1,.075,,.075000003,.20799999,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1728,216,576
HID722342,2,,,,,1.5,1,Tonle Sap,1,1,1,0,0,0,0,,0,.064,1.5,1.564,,1,.5,1,.66666669,.63938618,0,10000000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,2688,336,336
HID722395,4,1,0,0,1,.59,1,Tonle Sap,0,2,1,0,0,0,0,.0099999997764826,1,.1,.5,.60000002,.016666666,1,0,0,.84745765,.83333331,1,2700000,900,1,,,50,0,25,,,,,,0,.5,1,,,0,175000,3500,0,1,1,0,0,288,36,48
HID722462,14,1,0,0,1,.9504,1,Plain,1,1,0,0,0,0,0,.0003999999898952,1,.0172,.95,.96719998,.00041356494,1,0,0,.99957913,.98221672,1,2418000,930,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,410,51.25,205
HID722535,12,,,,,.0015,1,Phnom Penh,0,2,1,0,0,0,0,,0,.012,,.012,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,4400,550,550
HID722571,25,1,1,1,1,.5006,1,Plain,0,3,1,1,0,0,0,.0006000000284985,1,.07,,.07,.0085714292,1,0,0,.99880141,7.1428571,1,1900000,950,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,2160,270,270
HID722591,15,1,1,1,1,1.5013,1,Tonle Sap,0,2,0,0,0,0,0,.0005000000237487,1,.09,1.5,1.59,.0003144654,1,0,0,.99913406,.94339621,1,5400000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,1,102,12.75,42
HID722764,7,1,1,1,1,1.81,1,Coastal,0,2,2,0,0,0,0,.0027999999001622,1,1.1,,1.1,.0025454543,1,0,0,.44198895,.72727269,1,2244000,1020,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2160,270,1080
HID722797,22,1,1,1,1,35,1,Tonle Sap,1,2,1,0,1,0,1,,0,.18,20.36,20.540001,,1,.49009573,1,.74285716,1.2658228,0,189312496,1250,0,,,,,,,,,,,,,,,,0,,,0,0,1,1,1,1560,195,440
HID723017,25,1,0,0,1,.0016,1,Plain,0,1,1,0,0,0,0,.0015999999595806,1,.016,,.016000001,.099999994,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,1440,180,720
HID723081,5,1,0,0,1,.004,1,Mountain,0,2,0,0,0,0,0,.0010000000474975,1,.108,,.108,.0092592593,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,962,120.25,556
HID723106,8,1,1,1,1,.46,1,Plain,0,2,2,0,0,0,0,.0299999993294477,1,.15,.4,.55000001,.054545451,1,0,0,.86956519,.72727269,1,1170000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,7680,960,960
HID723373,17,1,1,1,1,8.002800000000001,1,Tonle Sap,0,2,1,0,0,0,0,.0020000000949949,1,.24,8,8.2399998,.00024271847,1,0,0,.62478131,.60679615,1,3800000,950,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2722,340.25,436
HID723648,20,1,1,1,1,.2528,1,Plain,0,2,1,0,0,0,0,.0007999999797903,1,.3,.25,.55000001,.0014545454,1,0,0,.98892403,.45454544,1,1080000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,840,105,444
HID723735,12,1,1,1,1,.0015,1,Phnom Penh,1,2,1,0,0,0,0,.0015000000130385,1,.014,,.014,.10714286,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,3942,492.75,1422
HID723748,17,1,1,1,1,3.0136,1,Tonle Sap,0,2,1,0,0,0,0,.0035999999381602,1,.1,3,3.0999999,.0011612903,1,.30000001,1,.99548715,.96774197,0,10500000,1050,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,1440,180,360
HID723755,6,,,,,1.5,1,Tonle Sap,0,1,1,0,0,0,0,,0,.04,1.5,1.54,,1,0,0,.33333334,.32467532,1,720000,900,1,.5,.5,200,0,100,,,,,,0,.5,1,.33333334,.32467532,0,400000,2000,0,0,1,0,0,450,56.25,90
HID723762,25,1,0,0,1,.5322,1,Plain,1,2,2,0,0,0,0,.0001999999949476,1,2.5,.5,3,.000066666667,1,.30000001,1,.93949646,.16666667,0,2400000,800,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,3360,420,672
HID723792,8,,,,,.757,1,Plain,1,3,1,0,0,0,0,,0,.02407,.75,.77407002,,1,0,0,.990753,.96890461,1,720000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,540,67.5,300
HID724054,15,1,0,0,1,.0302,1,Tonle Sap,1,2,0,0,0,0,0,,0,.02,.03,.050000001,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0
HID724069,14,1,1,1,1,3.54,1,Plain,1,2,1,0,0,0,0,.0049999998882413,1,.03,3.52,3.55,.0014084507,1,.40000001,1,.99435025,.99154931,0,10000000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,876,109.5,186
HID724087,25,1,0,0,1,.087,1,Plain,1,1,0,0,0,0,0,.0020000000949949,1,.099,,.098999999,.020202022,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,1,1,0,0,0,840,105,420
HID724104,21,1,0,0,1,.0505,1,Plain,0,1,1,0,0,0,0,.0005000000237487,1,.2,,.2,.0025000002,1,0,0,.99009901,.25,1,372000,930,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,20,2.5,20
HID724119,3,,,,,11.1104,1,Plain,0,1,1,0,0,1,0,,0,.12,11,11.12,,1,0,0,.20701325,.20683454,1,4320000,900,1,3,7.7,12000,0,6000,,,,,,0,.5,1,.69304436,.69244605,0,54000000,4500,0,0,0,0,0,3840,480,480
HID724181,13,1,0,0,1,10.032,1,Mountain,0,2,0,0,0,0,0,.0049999998882413,1,.1,10.017,10.117,.00049421767,1,.38333333,1,.9968102,.98843533,0,42000000,1400,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,2367,295.875,336
HID724332,20,1,1,1,1,4.11,1,Plain,0,1,1,0,0,0,0,.0080000003799796,1,.12,4.100000000000001,4.2199998,.0018957348,1,.40000001,1,.99756694,.97156405,0,16000000,800,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,3240,405,720
HID724356,5,1,1,1,1,1.2865,1,Mountain,0,2,2,0,0,0,0,.0015000000130385,1,.07,1.28,1.35,.0011111111,1,.25,1,.99494755,.94814813,0,3800000,950,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,240,30,30
HID724535,3,1,0,0,1,.0203,1,Plain,0,2,2,0,0,0,0,.0003000000142492,1,.05,,.050000001,.0060000001,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,177,22.125,59
HID724540,20,,,,,.5,1,Plain,0,3,3,0,0,0,0,,0,.0125,,.0125,,1,0,0,1,40,1,2250000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,30,3.75,15
HID724583,4,1,1,1,1,.4062,1,Tonle Sap,1,2,0,0,0,1,0,.0012000000569969,1,.0625,.4,.46250001,.0025945946,1,0,0,.27080256,.23783784,1,3150000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,276,34.5,70
HID724649,20,1,1,1,1,.4008,1,Plain,0,1,1,0,0,0,0,.0007999999797903,1,.3,.3,.60000002,.0013333332,1,0,0,.74850297,.49999997,1,2160000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,1800,225,720
HID724665,10,1,1,1,1,2.1122,1,Mountain,1,2,1,1,0,0,0,.0041999998502433,1,.045,2.108,2.1530001,.0019507662,1,0,0,.05113152,.050162561,1,800000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,1770,221.25,295
HID724675,25,1,1,1,1,1.1456,1,Plain,0,2,2,0,0,0,0,.0055999998003244,1,.48,.8,1.28,.004375,1,0,0,.34916201,.3125,1,570000,950,1,,,40,0,20,,,,,,0,.5,1,,,0,200000,5000,0,0,0,0,0,7200,900,720
HID724725,14,1,1,1,1,2.0025,1,Plain,0,2,2,0,0,0,0,.0024000001139939,1,.09,1,1.09,.0022018349,1,.34999999,1,.99875158,1.8348624,0,14000000,700,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,360,45,105
HID724768,2,1,1,1,1,.2842,1,Tonle Sap,1,2,1,0,0,0,0,.0041999998502433,1,.09,.25,.34,.012352941,1,0,0,.87966222,.7352941,1,1800000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,1230,153.75,380
HID724889,1,,,,,.36,1,Tonle Sap,0,2,1,1,0,0,0,,0,.006,.36,.366,,1,0,0,1,.98360658,1,90000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,26,3.25,10
HID724910,7,1,1,1,1,.2055,1,Coastal,1,2,,0,0,0,0,.003000000026077,1,.075,.2,.27500001,.010909091,1,0,0,.97323602,.72727269,1,1632000,1020,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,1318,164.75,368
HID724922,3,1,1,1,1,.2836,1,Plain,0,2,1,1,0,1,0,,0,.1,.1,.2,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,2000,250,400
HID724928,14,1,0,0,1,1.0018,1,Plain,0,3,2,0,0,0,0,.0006000000284985,1,.04,1,1.04,.00057692314,1,.25,1,.99820322,.96153849,0,6560000,820,0,,,,,,,,,,,,,,,,0,,,1,1,1,1,0,596,74.5,158
HID724947,3,1,0,0,1,5.4614,1,Plain,1,2,0,0,0,0,0,.0083999997004867,1,.14,5.45,5.5900002,.0015026833,1,,,.99791265,.97495526,0,,,0,,,,,,,,,,,,,,,,0,,,1,1,0,0,0,1440,180,283
HID724955,6,,,,,.4,1,Tonle Sap,0,1,1,0,0,0,0,,0,.0476,.4,.44760001,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,70,8.75,10
HID724961,22,1,0,1,1,15.005,1,Tonle Sap,0,2,2,1,0,1,0,.0049999998882413,1,.39,15,15.39,.00032488626,0,,,,,0,,,1,0,10,0,,,,,,,,,,,.66644454,.64977258,0,,,0,0,0,1,0,3540,442.5,480
HID725006,25,1,0,0,1,.001,1,Plain,0,2,2,0,0,0,0,.0010000000474975,1,.051,,.050999999,.019607844,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2640,330,440
HID725031,14,1,1,1,1,.475,1,Plain,1,1,1,0,0,0,0,.0399999991059303,1,.18,.2,.38,.10526316,1,0,0,.84210527,1.0526316,1,1116000,930,0,,,,,,,,,,,,,,,,0,,,0,1,0,1,0,1170,146.25,270
HID725220,20,1,0,0,1,1.456,1,Plain,0,2,1,0,0,0,0,.0012000000569969,1,.1,1.44,1.54,.00077922083,1,0,0,.92032969,.87012988,1,5400000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,1140,142.5,780
HID725224,2,,,,,.05,1,Tonle Sap,1,2,1,0,0,0,0,,0,.06,,.059999999,,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,72,9,12
HID725240,19,1,0,0,1,.075,1,Mountain,0,2,2,0,0,0,0,.0120000001043081,1,.075,,.075000003,.16,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,974,121.75,127
HID725252,4,,,,,10.005,1,Tonle Sap,0,3,3,0,0,0,0,,0,.0735,10,10.0735,,1,0,0,.59970015,.59562218,1,27000000,900,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,1,304,38,38
HID725394,14,1,1,1,1,1.283,1,Plain,0,2,1,0,0,0,0,.0017999999690801,1,.0625,1.28,1.3425,.0013407822,1,.25,1,.99766171,.95344508,0,7200000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,265,33.125,97
HID725573,21,1,1,1,1,.5012,1,Plain,0,2,1,0,0,0,0,.0012000000569969,1,.15,.5,.64999998,.001846154,1,0,0,.99760574,.76923078,1,6510000,930,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,35,4.375,35
HID725616,3,,,,,2.12,1,Plain,0,2,1,0,0,0,0,,0,.024,2.12,2.1440001,,1,.26415095,1,1,.98880595,0,12720000,1000,0,,,,,,,,,,,,,,,,0,,,0,1,0,1,0,1425,178.125,315
HID725660,17,1,1,1,1,.0518,1,Tonle Sap,0,2,1,0,0,0,0,.0010000000474975,1,.003,,.003,.33333334,1,0,0,.92664093,16,1,722000,950,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,2880,360,720
HID725705,5,1,0,0,1,.6005,1,Mountain,0,2,2,0,0,0,0,.0005000000237487,1,.08,.6,.68000001,.00073529413,1,0,0,.99916738,.88235295,1,1386000,1100,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,642,80.25,99
HID725713,14,1,0,0,1,.5008,1,Plain,1,2,1,0,0,0,0,.0003000000142492,1,.0935,.5,.59350002,.00050547603,1,.00033333333,1,.99840254,.84245998,0,4320000,720,0,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,150,18.75,75
HID725727,12,1,0,0,1,1.065,1,Phnom Penh,0,2,2,0,0,0,0,,0,.02,,.02,,1,.12531328,1,.98591548,52.5,0,10374000,1300,0,,,,,,,,,,,,,,,,0,,,0,1,1,0,0,136,17,50
HID725752,5,1,1,1,1,1.152,1,Mountain,0,2,2,0,0,0,0,.0020000000949949,1,.084,.9,.98400003,.0020325202,1,0,0,.69444442,.81300813,1,3454000,1100,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,3240,405,1080
HID725800,4,1,1,1,1,.063,1,Tonle Sap,0,2,1,0,0,0,0,,0,.04,.055,.094999999,,1,0,0,.87301588,.57894737,1,810000,900,0,,,,,,,,,,,,,,,,0,,,0,0,1,0,0,190,23.75,50
HID725897,2,1,1,1,1,.0114,1,Tonle Sap,1,0,0,0,0,0,0,.003400000045076,1,.3589,,.35890001,.0094733909,0,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,0,0,1,0,1440,180,360
HID725926,25,1,0,0,1,1.2404,1,Plain,1,2,0,0,0,0,0,.0003999999898952,1,.055,1.24,1.295,.00030888032,1,.175,1,.54821026,.52509654,0,3600000,900,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,200,25,200
HID726140,25,1,0,0,1,1.0152,1,Plain,0,1,1,0,0,0,0,.0001999999949476,1,.07,1,1.0700001,.00018691587,0,,,,,0,,,1,1,1,500,0,250,,,,,,0,.5,1,.98502755,.93457937,0,2250000,4500,0,0,0,0,0,1440,180,240
HID726154,4,,,,,.605,1,Tonle Sap,0,2,2,0,0,0,0,,0,.04,.6,.63999999,,1,0,0,.99173552,.9375,1,1458000,900,1,,,40,0,20,,,,,,0,.5,1,,,0,120000,3000,0,1,1,0,0,960,120,120
HID726171,13,1,0,0,1,16.0056,1,Mountain,0,1,1,0,0,0,0,.0006000000284985,1,.072,16,16.072001,.000037332007,1,.23333333,1,.28115159,.27999005,0,5400000,900,1,0,.003,0,,,,,,,,,,,.0001874344,.00018666002,0,,,0,0,1,0,1,5088,636,636
HID726196,17,,,,,3.9092,1,Tonle Sap,0,1,1,0,0,0,0,,0,.072,3.9,3.9719999,,1,.41666666,1,.99253047,.97683787,0,24000000,1000,0,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,3720,465,785
