hhid,province,zone,area_rice_harvested,qty_rice_harvested
HID151421,6,Tonle Sap,.52,1360
HID151473,17,Tonle Sap,0,0
HID151536,5,Mountain,.5,2100
HID151634,12,Plain,0,0
HID151682,17,Tonle Sap,0,0
HID151756,14,Plain,1.25,1780
HID151807,17,Tonle Sap,1,5000
HID151818,5,Mountain,.68,1000
HID151850,20,Plain,.75,850
HID151889,3,Plain,0,0
HID151903,3,Plain,0,0
HID151960,25,Plain,0,0
HID152008,10,Mountain,0,0
HID152040,14,Plain,0,0
HID152043,11,Mountain,0,0
HID152075,5,Mountain,1.3,3950
HID152095,15,Tonle Sap,.24,600
HID152241,3,Plain,0,0
HID152378,2,Tonle Sap,.5,2850
HID152470,2,Tonle Sap,0,0
HID152769,6,Tonle Sap,.5,800
HID152815,19,Mountain,.2,500
HID152890,8,Plain,0,0
HID152981,18,Coastal,0,0
HID152998,24,Tonle Sap,0,0
HID153004,5,Mountain,.48,1760
HID153083,8,Plain,.18,300
HID153112,12,Plain,.3,1750
HID153136,1,Tonle Sap,0,0
HID153165,5,Mountain,1.92,4600
HID153219,12,Plain,.4,500
HID153245,15,Tonle Sap,2,3000
HID153278,14,Plain,.5,1000
HID153452,7,Coastal,1.11,2440
HID153515,25,Plain,.46,1000
HID153540,21,Plain,1.5,10000
HID153705,14,Plain,.5,2000
HID153798,15,Tonle Sap,1.3,3000
HID153816,4,Tonle Sap,1.3,3000
HID153961,21,Plain,0,0
HID153965,17,Tonle Sap,.5,1000
HID154012,5,Mountain,.5,1300
HID154057,25,Plain,1.6,1500
HID154141,3,Plain,.5600000000000001,2000
HID154167,5,Mountain,1.2,2300
HID154242,2,Tonle Sap,.5,1000
HID154318,5,Mountain,0,0
HID154337,14,Plain,1.5,1500
HID154348,6,Tonle Sap,0,0
HID154395,4,Tonle Sap,.175,670
HID154450,5,Mountain,.37,750
HID154480,8,Plain,.07,70
HID154548,17,Tonle Sap,.5,800
HID154569,21,Plain,.7,5000
HID154719,7,Coastal,1.5,3000
HID154723,8,Plain,0,0
HID154778,16,Mountain,4,3000
HID154835,14,Plain,.27,100
HID154876,10,Mountain,.1,550
HID154906,5,Mountain,.5,450
HID154938,5,Mountain,1,1200
HID155008,8,Plain,.08,160
HID155240,2,Tonle Sap,0,0
HID155280,3,Plain,5,10000
HID155294,9,Coastal,0,0
HID155301,7,Coastal,1.16,1900
HID155339,7,Coastal,1.2,1950
HID155363,21,Plain,1,13000
HID155393,14,Plain,1.75,4000
HID155447,21,Plain,1.1,11000
HID155549,2,Tonle Sap,.32,1530
HID155664,17,Tonle Sap,0,0
HID155733,4,Tonle Sap,1.64,8500
HID155741,17,Tonle Sap,.3,400
HID155761,6,Tonle Sap,4,5000
HID155775,14,Plain,.5,800
HID155797,3,Plain,.5,700
HID155840,21,Plain,1.65,5410
HID156103,4,Tonle Sap,.44,760
HID156159,9,Coastal,0,0
HID156193,18,Coastal,0,0
HID156256,12,Plain,0,0
HID156307,1,Tonle Sap,2,4000
HID156376,2,Tonle Sap,21.891,75725
HID156433,14,Plain,3,10000
HID156574,8,Plain,3,15000
HID156646,15,Tonle Sap,1.32,1000
HID156668,3,Plain,0,0
HID156699,1,Tonle Sap,1,2000
HID156752,15,Tonle Sap,7,13000
HID156803,7,Coastal,.6,2300
HID156812,20,Plain,.24,1000
HID156915,8,Plain,.7,4900
HID156948,6,Tonle Sap,0,0
HID157124,15,Tonle Sap,0,0
HID157190,,,1.8,1290
HID157223,3,Plain,.25,25
HID157257,1,Tonle Sap,0,0
HID157400,21,Plain,1,6000
HID157426,25,Plain,1,2000
HID157480,20,Plain,.5,850
HID157558,2,Tonle Sap,0,0
HID157604,3,Plain,1.3,3000
HID157617,4,Tonle Sap,0,0
HID157681,7,Coastal,.25,700
HID157690,2,Tonle Sap,1,2000
HID157703,16,Mountain,1.5,1800
HID157729,9,Coastal,0,0
HID157799,18,Coastal,0,0
HID157860,7,Coastal,1.4,3000
HID157879,6,Tonle Sap,0,0
HID157927,20,Plain,0,0
HID157999,21,Plain,.17,180
HID158042,2,Tonle Sap,3,7000
HID158081,3,Plain,0,0
HID158144,25,Plain,0,0
HID158162,21,Plain,1.5,10000
HID158492,16,Mountain,0,0
HID158564,14,Plain,.72,4000
HID158567,20,Plain,2.5,20000
HID158580,17,Tonle Sap,4,5000
HID158684,4,Tonle Sap,.4,300
HID158757,9,Coastal,0,0
HID158879,15,Tonle Sap,0,0
HID158936,15,Tonle Sap,.85,1500
HID158940,17,Tonle Sap,0,0
HID158985,,,.6,800
HID159041,21,Plain,.21,630
HID159049,14,Plain,.35,420
HID159066,5,Mountain,.18,1000
HID159218,4,Tonle Sap,.55,850
HID159376,6,Tonle Sap,0,0
HID159449,3,Plain,0,0
HID159533,3,Plain,1.6,4000
HID159537,14,Plain,2.5,10000
HID159618,8,Plain,.3,800
HID159706,3,Plain,0,0
HID159726,13,Mountain,5,8000
HID159775,8,Plain,0,0
HID159829,14,Plain,1,2000
HID159836,5,Mountain,.9,2500
HID159918,20,Plain,.1,1500
HID160143,21,Plain,.45,1560
HID160263,6,Tonle Sap,.68,1885
HID160310,3,Plain,.5,500
HID160393,5,Mountain,1.5,3450
HID160499,3,Plain,.6,630
HID160769,16,Mountain,.5,1200
HID160778,8,Plain,3,24000
HID160832,24,Tonle Sap,0,0
HID160857,2,Tonle Sap,4,13000
HID160901,21,Plain,.2,500
HID160966,10,Mountain,2,5000
HID161039,3,Plain,0,0
HID161241,17,Tonle Sap,4,6000
HID161303,21,Plain,.45,1000
HID161358,3,Plain,0,0
HID161368,7,Coastal,2.1,2950
HID161385,8,Plain,0,0
HID161417,24,Tonle Sap,0,0
HID161462,2,Tonle Sap,0,0
HID161510,14,Plain,3,1000
HID161522,6,Tonle Sap,.4,400
HID161540,7,Coastal,.31,1000
HID161619,3,Plain,2,8000
HID161621,20,Plain,.4,500
HID161645,17,Tonle Sap,2.3,4000
HID161682,19,Mountain,0,0
HID161705,10,Mountain,0,0
HID161734,2,Tonle Sap,0,0
HID161794,8,Plain,0,0
HID161961,4,Tonle Sap,2,3200
HID162030,7,Coastal,.55,1000
HID162129,19,Mountain,0,0
HID162353,16,Mountain,0,0
HID162380,21,Plain,.8423,2500
HID162385,14,Plain,0,0
HID162390,3,Plain,2,5800
HID162463,10,Mountain,.5,1300
HID162515,2,Tonle Sap,0,0
HID162587,17,Tonle Sap,1,1800
HID162781,14,Plain,.63,2000
HID162786,8,Plain,0,0
HID162808,8,Plain,.26,300
HID162817,5,Mountain,.5,1300
HID162877,21,Plain,1.1,6000
HID163002,15,Tonle Sap,.65,1000
HID163087,6,Tonle Sap,0,0
HID163289,3,Plain,0,0
HID163327,5,Mountain,1,2500
HID163368,14,Plain,.6,800
HID163391,4,Tonle Sap,0,0
HID163417,21,Plain,.35,550
HID163426,3,Plain,0,0
HID163456,15,Tonle Sap,.45,1000
HID163479,2,Tonle Sap,3.52,8400
HID163530,3,Plain,3,12000
HID163647,17,Tonle Sap,2.5,3500
HID163651,20,Plain,10,30000
HID163677,8,Plain,.5,2600
HID163897,14,Plain,1.5,5000
HID163929,5,Mountain,.5,1500
HID163950,21,Plain,2.65,4500
HID163978,8,Plain,0,0
HID164140,2,Tonle Sap,1.6,3870
HID164203,14,Plain,1,3000
HID164242,4,Tonle Sap,1.5,3000
HID164264,2,Tonle Sap,0,0
HID164478,9,Coastal,0,0
HID164604,6,Tonle Sap,0,0
HID164640,7,Coastal,.77,2750
HID164776,10,Mountain,.45,1200
HID164796,21,Plain,0,0
HID164986,21,Plain,.35,920
HID165064,25,Plain,.3,900
HID165219,3,Plain,0,0
HID165234,8,Plain,.4,2000
HID165284,2,Tonle Sap,1.3,2000
HID165292,15,Tonle Sap,1.5,1000
HID165356,8,Plain,.3,600
HID165358,7,Coastal,.3,1200
HID165389,21,Plain,.37,800
HID165418,22,Tonle Sap,2,3000
HID165486,17,Tonle Sap,2.5,2500
HID165554,1,Tonle Sap,0,0
HID165562,3,Plain,0,0
HID165665,8,Plain,.5,1000
HID165789,19,Mountain,2,3300
HID165949,16,Mountain,0,0
HID166065,15,Tonle Sap,1.8,3000
HID166342,1,Tonle Sap,0,0
HID166350,15,Tonle Sap,0,0
HID166553,10,Mountain,0,0
HID166572,2,Tonle Sap,0,0
HID166614,14,Plain,.85,1000
HID166700,10,Mountain,0,0
HID166765,10,Mountain,2.5,5000
HID166925,17,Tonle Sap,.5,700
HID166986,17,Tonle Sap,2.5,5000
HID167033,6,Tonle Sap,0,0
HID167081,25,Plain,0,0
HID167082,14,Plain,0,0
HID167194,3,Plain,.905,2000
HID167251,15,Tonle Sap,.9,800
HID167263,5,Mountain,.1,500
HID167295,7,Coastal,0,0
HID167311,2,Tonle Sap,0,0
HID167360,25,Plain,0,0
HID167423,25,Plain,.5,1610
HID167451,3,Plain,0,0
HID167507,7,Coastal,.22,900
HID167616,4,Tonle Sap,1,900
HID167689,20,Plain,.5,700
HID167763,21,Plain,1.5,7000
HID167777,17,Tonle Sap,3,6000
HID167794,8,Plain,0,0
HID167879,25,Plain,0,0
HID167888,6,Tonle Sap,0,0
HID167950,8,Plain,0,0
HID168045,14,Plain,1.3,5000
HID168114,17,Tonle Sap,0,0
HID168128,10,Mountain,0,0
HID168527,17,Tonle Sap,0,0
HID168544,6,Tonle Sap,1.7,3000
HID168698,14,Plain,.7,1950
HID168964,17,Tonle Sap,10,30000
HID169164,20,Plain,0,0
HID169176,7,Coastal,1,3000
HID169206,4,Tonle Sap,1.5,7000
HID169208,1,Tonle Sap,.5,2500
HID169232,3,Plain,.5,1000
HID169363,4,Tonle Sap,2.5,5000
HID169368,21,Plain,.35,350
HID169625,14,Plain,.7,2000
HID170067,5,Mountain,0,0
HID170104,25,Plain,.5,1000
HID170116,7,Coastal,1.8499,8000
HID170183,7,Coastal,.12,500
HID170191,14,Plain,1.3,600
HID170201,25,Plain,.5,1000
HID170356,17,Tonle Sap,0,0
HID170443,6,Tonle Sap,1.15,6000
HID170493,7,Coastal,0,0
HID170506,3,Plain,.15,480
HID170589,8,Plain,0,0
HID170598,21,Plain,5.5,25000
HID170702,3,Plain,0,0
HID170794,14,Plain,.45,600
HID170807,2,Tonle Sap,0,0
HID170873,3,Plain,.6,1000
HID170955,7,Coastal,.6,1500
HID170973,14,Plain,.2,600
HID171040,3,Plain,1.5,2800
HID171299,15,Tonle Sap,3.7,4000
HID171315,16,Mountain,0,0
HID171325,21,Plain,4,20000
HID171326,7,Coastal,.75,1100
HID171439,19,Mountain,3,5100
HID171629,6,Tonle Sap,0,0
HID171634,7,Coastal,.79,700
HID171687,9,Coastal,0,0
HID171717,11,Mountain,0,0
HID171847,6,Tonle Sap,0,0
HID171870,22,Tonle Sap,0,0
HID171912,14,Plain,1.35,2800
HID172132,5,Mountain,.92,1500
HID172176,14,Plain,.7,1500
HID172212,4,Tonle Sap,.3999,1050
HID172235,17,Tonle Sap,.5,800
HID172269,17,Tonle Sap,0,0
HID172291,17,Tonle Sap,1.5,2500
HID172308,3,Plain,0,0
HID172450,14,Plain,0,0
HID172536,5,Mountain,2,2000
HID172666,,,1,12000
HID172716,7,Coastal,.67,1400
HID172757,7,Coastal,.1,100
HID172824,5,Mountain,.25,700
HID172924,2,Tonle Sap,3,10000
HID173025,21,Plain,0,0
HID173048,17,Tonle Sap,0,0
HID173154,21,Plain,.2,500
HID173281,15,Tonle Sap,20,50000
HID173293,2,Tonle Sap,2,8500
HID173373,13,Mountain,1,1000
HID173405,25,Plain,.95,1900
HID173675,6,Tonle Sap,1.8,4000
HID173738,12,Plain,0,0
HID173869,20,Plain,.899,2750
HID173938,8,Plain,0,0
HID173948,5,Mountain,0,0
HID173995,21,Plain,.11,500
HID174081,13,Mountain,0,0
HID174206,17,Tonle Sap,2.5,15000
HID174334,14,Plain,.3,700
HID174341,7,Coastal,1.1,2000
HID174348,5,Mountain,.8999999999999999,2950
HID174405,19,Mountain,0,0
HID174497,1,Tonle Sap,0,0
HID174536,3,Plain,.43,1400
HID174597,3,Plain,0,0
HID174622,14,Plain,.5,1500
HID174662,17,Tonle Sap,2.5,2700
HID174696,7,Coastal,.55,2500
HID174748,8,Plain,.3,1450
HID174812,2,Tonle Sap,.84,600
HID174838,14,Plain,1.65,3000
HID174861,14,Plain,5.45,27000
HID174945,2,Tonle Sap,4,4000
HID175002,15,Tonle Sap,2.6,3800
HID175015,7,Coastal,.5,1500
HID175068,1,Tonle Sap,1,1200
HID175095,1,Tonle Sap,0,0
HID175108,14,Plain,.58,1500
HID175198,6,Tonle Sap,0,0
HID175327,25,Plain,.8,750
HID175334,3,Plain,0,0
HID175446,8,Plain,.1,275
HID175564,3,Plain,2,8000
HID175617,25,Plain,0,0
HID175641,2,Tonle Sap,2,5000
HID175656,21,Plain,.4,1200
HID175832,21,Plain,2.2,5000
HID176039,2,Tonle Sap,3,3000
HID176073,21,Plain,3,3000
HID176095,4,Tonle Sap,0,0
HID176128,17,Tonle Sap,0,0
HID176467,5,Mountain,.5,1000
HID176486,18,Coastal,1,2000
HID176579,17,Tonle Sap,5,4500
HID176667,21,Plain,2,3000
HID176715,15,Tonle Sap,0,0
HID176751,3,Plain,.8,5000
HID176794,19,Mountain,0,0
HID176825,8,Plain,.35,700
HID176902,14,Plain,.2,760
HID176906,21,Plain,1.16,3300
HID176939,15,Tonle Sap,0,0
HID176957,25,Plain,.18,300
HID176968,20,Plain,1.6,2500
HID176999,4,Tonle Sap,0,0
HID177054,15,Tonle Sap,0,0
HID177081,5,Mountain,.6,400
HID177110,6,Tonle Sap,3,600
HID177143,8,Plain,.4,1500
HID177181,2,Tonle Sap,2,4500
HID177269,14,Plain,3,12000
HID177328,16,Mountain,0,0
HID177386,21,Plain,.6,2000
HID177497,1,Tonle Sap,0,0
HID177546,,,0,0
HID177549,25,Plain,0,0
HID177588,7,Coastal,.4,935
HID177667,21,Plain,0,0
HID177705,1,Tonle Sap,3,6000
HID177842,22,Tonle Sap,0,0
HID177949,5,Mountain,.22,650
HID177991,21,Plain,.96,13500
HID178019,6,Tonle Sap,.98,4040
HID178129,9,Coastal,0,0
HID178267,14,Plain,10.98,60000
HID178276,14,Plain,0,0
HID178374,17,Tonle Sap,0,0
HID178400,8,Plain,0,0
HID178494,3,Plain,1.5,5000
HID178504,7,Coastal,.3,900
HID178509,6,Tonle Sap,2,750
HID178545,8,Plain,0,0
HID178682,,,.88,2800
HID178846,,,0,0
HID178859,8,Plain,0,0
HID178908,14,Plain,0,0
HID178986,14,Plain,1.5,3000
HID179065,3,Plain,0,0
HID179116,8,Plain,1.52,10000
HID179135,8,Plain,0,0
HID179397,25,Plain,0,0
HID179417,1,Tonle Sap,0,0
HID179452,25,Plain,0,0
HID179641,8,Plain,0,0
HID179800,5,Mountain,1,2100
HID179888,13,Mountain,3.5,8000
HID179992,2,Tonle Sap,0,0
HID180001,10,Mountain,0,0
HID180009,4,Tonle Sap,.3,1000
HID180145,15,Tonle Sap,3.2,5000
HID180171,17,Tonle Sap,2,3500
HID180288,15,Tonle Sap,0,0
HID180371,7,Coastal,1.2,10000
HID180381,3,Plain,.59,2030
HID180514,21,Plain,.99,2800
HID180538,7,Coastal,.468,850
HID180676,3,Plain,0,0
HID180748,21,Plain,1.2,4000
HID180759,25,Plain,0,0
HID180778,14,Plain,.75,2500
HID180810,25,Plain,0,0
HID180882,14,Plain,0,0
HID180887,4,Tonle Sap,1.4,6000
HID181003,15,Tonle Sap,.3,1000
HID181018,8,Plain,0,0
HID181088,16,Mountain,0,0
HID181105,3,Plain,2.25,6750
HID181111,13,Mountain,3.7,3700
HID181195,1,Tonle Sap,8,16000
HID181203,21,Plain,3.2,22000
HID181212,1,Tonle Sap,1,2000
HID181234,6,Tonle Sap,0,0
HID181259,21,Plain,.6899999999999999,1485
HID181284,19,Mountain,1,1250
HID181366,2,Tonle Sap,5,12000
HID181431,3,Plain,.8,2000
HID181458,5,Mountain,1,2500
HID181674,14,Plain,4.7,23500
HID181753,17,Tonle Sap,.05,500
HID181816,17,Tonle Sap,2,2000
HID181842,20,Plain,.4,1105
HID181873,3,Plain,.48,500
HID181889,3,Plain,0,0
HID181948,7,Coastal,0,0
HID181997,3,Plain,1.95,7000
HID182046,,,0,0
HID182081,4,Tonle Sap,.5,1000
HID182094,3,Plain,0,0
HID182128,23,Coastal,0,0
HID182143,8,Plain,.3,1200
HID182156,5,Mountain,.42,1050
HID182284,1,Tonle Sap,1,2000
HID182291,12,Plain,.7,1500
HID182437,17,Tonle Sap,0,0
HID182458,11,Mountain,1,2000
HID182484,9,Coastal,0,0
HID182517,13,Mountain,2,540
HID182580,2,Tonle Sap,0,0
HID182668,10,Mountain,.5,540
HID182782,2,Tonle Sap,0,0
HID182802,14,Plain,0,0
HID182813,3,Plain,.97,900
HID182886,6,Tonle Sap,2.15,3000
HID182953,1,Tonle Sap,1.5,2000
HID183088,17,Tonle Sap,0,0
HID183090,8,Plain,0,0
HID183202,2,Tonle Sap,1.5,12000
HID183282,17,Tonle Sap,0,0
HID183556,3,Plain,0,0
HID183594,21,Plain,.61,1200
HID183717,2,Tonle Sap,3,5000
HID183786,14,Plain,1.3,3000
HID183809,12,Plain,0,0
HID183831,16,Mountain,.5,700
HID183867,25,Plain,0,0
HID183946,12,Plain,0,0
HID184198,8,Plain,0,0
HID184332,5,Mountain,1.5,4500
HID184334,6,Tonle Sap,10,37500
HID184341,2,Tonle Sap,0,0
HID184508,1,Tonle Sap,0,0
HID184557,2,Tonle Sap,2.5,7200
HID184558,13,Mountain,2,5000
HID184647,5,Mountain,.8,1920
HID184654,14,Plain,.41,350
HID184672,4,Tonle Sap,.66,2000
HID184684,5,Mountain,.2,700
HID184716,1,Tonle Sap,4,640
HID184756,1,Tonle Sap,7,21000
HID184803,14,Plain,3,5000
HID184849,6,Tonle Sap,.34,738
HID184874,5,Mountain,.41,1050
HID184966,25,Plain,.5,1000
HID185027,6,Tonle Sap,.32,528
HID185080,8,Plain,1.5,14000
HID185128,17,Tonle Sap,.8,700
HID185157,14,Plain,2,22000
HID185168,20,Plain,0,0
HID185252,22,Tonle Sap,2,3000
HID185457,15,Tonle Sap,.65,1000
HID185478,15,Tonle Sap,2.5,8000
HID185517,6,Tonle Sap,5.5,35000
HID185591,7,Coastal,.2,420
HID185593,3,Plain,.42,1400
HID185734,15,Tonle Sap,.5,400
HID185973,17,Tonle Sap,.5,720
HID186014,4,Tonle Sap,1.5,5000
HID186019,17,Tonle Sap,1,600
HID186050,7,Coastal,.6539,2000
HID186097,9,Coastal,0,0
HID186155,5,Mountain,1,1800
HID186212,14,Plain,.6899999999999999,2000
HID186217,21,Plain,2.54,48000
HID186250,20,Plain,.3,500
HID186400,24,Tonle Sap,0,0
HID186431,7,Coastal,.8,1820
HID186444,14,Plain,1.05,8320
HID186477,7,Coastal,0,0
HID186482,3,Plain,2.5,13000
HID186516,21,Plain,.95,1800
HID186639,9,Coastal,0,0
HID186649,2,Tonle Sap,0,0
HID186659,2,Tonle Sap,0,0
HID186790,11,Mountain,.5,550
HID186829,2,Tonle Sap,0,0
HID186873,17,Tonle Sap,2.6,2400
HID186996,2,Tonle Sap,0,0
HID186997,17,Tonle Sap,0,0
HID187020,4,Tonle Sap,.84,2500
HID187101,5,Mountain,.37,1330
HID187126,17,Tonle Sap,0,0
HID187166,25,Plain,0,0
HID187184,25,Plain,0,0
HID187293,2,Tonle Sap,3,3000
HID187505,14,Plain,1.2,2500
HID187514,7,Coastal,.22,500
HID187577,17,Tonle Sap,.06,300
HID187760,2,Tonle Sap,.92,5000
HID187791,3,Plain,.4,1200
HID187809,2,Tonle Sap,0,0
HID188058,25,Plain,0,0
HID188165,13,Mountain,0,0
HID188275,5,Mountain,0,0
HID188306,8,Plain,.14,500
HID188358,3,Plain,.13,490
HID188475,20,Plain,1.2,3500
HID188521,8,Plain,0,0
HID188613,20,Plain,1,1000
HID188616,21,Plain,0,0
HID188733,1,Tonle Sap,1.2,4000
HID188786,1,Tonle Sap,1,1000
HID188948,3,Plain,0,0
HID189266,21,Plain,.54,1800
HID189396,17,Tonle Sap,0,0
HID189400,1,Tonle Sap,.5,1000
HID189441,17,Tonle Sap,1.5,3500
HID189478,6,Tonle Sap,4,480
HID189610,14,Plain,.9,5000
HID189620,2,Tonle Sap,1,1000
HID189682,25,Plain,0,0
HID189768,20,Plain,.25,480
HID189911,2,Tonle Sap,4,5000
HID189960,20,Plain,1.4,5000
HID189964,13,Mountain,.6,500
HID190005,11,Mountain,1.12,3500
HID190053,14,Plain,.76,1960
HID190070,6,Tonle Sap,0,0
HID190180,3,Plain,1.25,5500
HID190299,5,Mountain,.14,300
HID190306,14,Plain,.15,350
HID190394,13,Mountain,3.5,5500
HID190449,14,Plain,.95,3500
HID190503,6,Tonle Sap,.5,600
HID190538,3,Plain,0,0
HID190569,7,Coastal,.5,1900
HID190608,5,Mountain,.7,4200
HID190655,25,Plain,3,10000
HID190669,8,Plain,0,0
HID190997,6,Tonle Sap,0,0
HID191012,21,Plain,0,0
HID191190,3,Plain,0,0
HID191336,2,Tonle Sap,0,0
HID191347,14,Plain,0,0
HID191353,14,Plain,1,3000
HID191387,25,Plain,0,0
HID191393,1,Tonle Sap,.64,3000
HID191478,14,Plain,1.2,480
HID191483,20,Plain,2.3,4000
HID191563,1,Tonle Sap,0,0
HID191713,17,Tonle Sap,.02,150
HID191824,9,Coastal,0,0
HID191909,11,Mountain,0,0
HID191933,1,Tonle Sap,5,10000
HID191984,8,Plain,.5,1500
HID191992,21,Plain,1,5000
HID192063,2,Tonle Sap,0,0
HID192250,6,Tonle Sap,2,2000
HID192279,2,Tonle Sap,0,0
HID192288,8,Plain,0,0
HID192392,3,Plain,0,0
HID192444,3,Plain,.9360000000000001,2000
HID192507,14,Plain,1,2000
HID192651,21,Plain,2.7,4000
HID192695,2,Tonle Sap,9.1,27800
HID192730,4,Tonle Sap,.25,1100
HID192747,25,Plain,.16,400
HID192766,5,Mountain,1.35,4000
HID192794,8,Plain,.5,1950
HID192996,14,Plain,.38,1000
HID193037,10,Mountain,.3,500
HID193230,20,Plain,0,0
HID193348,3,Plain,0,0
HID193485,20,Plain,1.5,10000
HID193497,20,Plain,.5,1000
HID193526,1,Tonle Sap,1.6,4000
HID193613,3,Plain,.175,700
HID193615,15,Tonle Sap,0,0
HID193659,6,Tonle Sap,.26,280
HID193667,1,Tonle Sap,0,0
HID193812,21,Plain,0,0
HID193870,25,Plain,0,0
HID193898,10,Mountain,.5,1500
HID193902,16,Mountain,0,0
HID193978,21,Plain,0,0
HID193995,25,Plain,0,0
HID194103,13,Mountain,1,2000
HID194212,17,Tonle Sap,15,33300
HID194252,1,Tonle Sap,8.039999999999999,5000
HID194384,14,Plain,0,0
HID194397,20,Plain,.4,1500
HID194431,14,Plain,1.5,2000
HID194440,14,Plain,.8,2500
HID194447,8,Plain,.1,30
HID194472,3,Plain,0,0
HID194507,18,Coastal,0,0
HID194518,5,Mountain,0,0
HID194560,6,Tonle Sap,.37,3000
HID194569,7,Coastal,.3,1000
HID194576,16,Mountain,2,1800
HID194624,21,Plain,.76,2000
HID194627,20,Plain,.1,560
HID194631,15,Tonle Sap,0,0
HID194674,9,Coastal,0,0
HID194675,5,Mountain,.13,600
HID194701,8,Plain,0,0
HID194794,13,Mountain,3,4900
HID194924,21,Plain,.58,1200
HID195194,5,Mountain,.08,300
HID195247,3,Plain,.5,2100
HID195295,5,Mountain,.53,1630
HID195338,10,Mountain,0,0
HID195393,18,Coastal,0,0
HID195477,20,Plain,.7,5000
HID195498,4,Tonle Sap,1,1400
HID195505,8,Plain,0,0
HID195558,17,Tonle Sap,5,6500
HID195609,21,Plain,.6,1200
HID195693,20,Plain,.5,500
HID195762,17,Tonle Sap,1.6,8000
HID195810,17,Tonle Sap,25,5500
HID195837,8,Plain,1,4000
HID195872,13,Mountain,18,7000
HID195922,17,Tonle Sap,4,4000
HID195955,11,Mountain,2.5,5000
HID196066,7,Coastal,0,0
HID196118,14,Plain,.2,150
HID196119,1,Tonle Sap,1.46,3000
HID196212,6,Tonle Sap,0,0
HID196222,6,Tonle Sap,1,1200
HID196261,14,Plain,.4,2000
HID196293,3,Plain,0,0
HID196322,2,Tonle Sap,.5,680
HID196332,8,Plain,0,0
HID196428,12,Plain,.5,2100
HID196444,5,Mountain,.22,1500
HID196463,16,Mountain,0,0
HID196468,21,Plain,.5,3000
HID196555,17,Tonle Sap,1,4000
HID196735,2,Tonle Sap,0,0
HID196753,14,Plain,1,980
HID196801,11,Mountain,0,0
HID196810,14,Plain,.8,2250
HID196974,25,Plain,1,3500
HID197077,23,Coastal,1.25,1500
HID197119,18,Coastal,0,0
HID197129,14,Plain,.3,1300
HID197146,17,Tonle Sap,3,4000
HID197205,10,Mountain,0,0
HID197225,25,Plain,.4,1900
HID197281,21,Plain,1.5,19200
HID197321,1,Tonle Sap,1,2500
HID197364,5,Mountain,0,0
HID197393,7,Coastal,2,2800
HID197414,2,Tonle Sap,0,0
HID197443,6,Tonle Sap,0,0
HID197456,14,Plain,1,3675
HID197518,5,Mountain,1.48,4500
HID197622,5,Mountain,2.7,4000
HID197708,2,Tonle Sap,0,0
HID197839,3,Plain,1,480
HID197900,20,Plain,6.29,18870
HID198058,2,Tonle Sap,.16,1000
HID198167,5,Mountain,.15,420
HID198217,7,Coastal,1.4,5000
HID198234,10,Mountain,0,0
HID198259,4,Tonle Sap,.5,1000
HID198382,14,Plain,1,2150
HID198440,8,Plain,0,0
HID198556,14,Plain,.7,1500
HID198575,25,Plain,0,0
HID198578,4,Tonle Sap,.1035,400
HID198766,25,Plain,0,0
HID198844,25,Plain,1,2000
HID199002,6,Tonle Sap,.0084,50
HID199059,3,Plain,.95,2800
HID199095,19,Mountain,0,0
HID199163,25,Plain,0,0
HID199307,4,Tonle Sap,.1799,600
HID199387,7,Coastal,.5,1500
HID199450,14,Plain,2.55,6000
HID199464,14,Plain,0,0
HID199509,25,Plain,.8,2450
HID199612,21,Plain,.4,1200
HID199622,3,Plain,.55,1500
HID199672,10,Mountain,1.06,3000
HID199685,13,Mountain,0,0
HID199736,11,Mountain,0,0
HID199754,12,Plain,0,0
HID199790,3,Plain,0,0
HID199810,18,Coastal,0,0
HID199970,14,Plain,0,0
HID199990,4,Tonle Sap,1.2,3000
HID199996,7,Coastal,.9399999999999999,3000
HID200034,14,Plain,.2,400
HID200110,4,Tonle Sap,.5,130
HID200196,6,Tonle Sap,1,2500
HID200265,7,Coastal,0,0
HID200309,14,Plain,.57,2000
HID200343,14,Plain,.4,3200
HID200500,8,Plain,0,0
HID200582,14,Plain,.92,3000
HID200606,2,Tonle Sap,0,0
HID200623,6,Tonle Sap,.93,2000
HID200652,22,Tonle Sap,1.5,2000
HID200821,21,Plain,0,0
HID200829,1,Tonle Sap,1.5,3500
HID200889,4,Tonle Sap,.06,500
HID200924,12,Plain,.5,900
HID200955,5,Mountain,0,0
HID201132,8,Plain,0,0
HID201151,1,Tonle Sap,1.12,600
HID201238,6,Tonle Sap,.3,420
HID201450,16,Mountain,0,0
HID201476,8,Plain,0,0
HID201488,6,Tonle Sap,.6,2000
HID201499,12,Plain,.3,1000
HID201548,17,Tonle Sap,.75,1000
HID201782,12,Plain,0,0
HID201791,17,Tonle Sap,1,2000
HID201806,2,Tonle Sap,1.32,13860
HID201852,17,Tonle Sap,0,0
HID201973,14,Plain,.57,1330
HID202002,2,Tonle Sap,0,0
HID202091,2,Tonle Sap,0,0
HID202155,25,Plain,1.9,1500
HID202301,8,Plain,0,0
HID202341,20,Plain,1,2000
HID202503,7,Coastal,0,0
HID202509,2,Tonle Sap,8,19500
HID202556,7,Coastal,0,0
HID202964,6,Tonle Sap,0,0
HID202980,6,Tonle Sap,4,5000
HID203001,21,Plain,0,0
